,product_name,product_price,product_ram,product_memory,product_color,produc_url,img_url,Brand,,product_overview
362,Điện thoại Samsung Galaxy A24 6GB,5.890.000₫,,128GB,Xanh lá nhạt,https://www.dienmayxanh.com/dien-thoai/samsung-galaxy-a24,https://cdn.tgdd.vn/Products/Images/42/274018/Slider/vi-vn-samsung-galaxy-a24-6gb--(6).jpg,Điện máy xanh,,"  |Màn hình: Super AMOLED, 6.5, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 50 MP & Phụ 5 MP, 2 MP |Camera trước: 13 MP |Chip: MediaTek Helio G99 |RAM: 6 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 25 W"
363,Điện thoại Samsung Galaxy S21 FE 5G (8GB/128GB),11.490.000₫,,128GB,Xám đậm,https://www.dienmayxanh.com/dien-thoai/samsung-galaxy-s21-fe,https://cdn.tgdd.vn/Products/Images/42/233090/Slider/Samsung-Galaxy-S21-FE-5G-1020x570.jpg,Điện máy xanh,,"  |Màn hình: Dynamic AMOLED 2X, 6.4, Full HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 12 MP & Phụ 12 MP, 8 MP |Camera trước: 32 MP |Chip: Exynos 2100 |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 5G |Pin, Sạc: 4500 mAh, 25 W"
364,Điện thoại Samsung Galaxy S21 FE 5G (8GB/128GB),11.490.000₫,,128GB,Tím nhạt,https://www.dienmayxanh.com/dien-thoai/samsung-galaxy-s21-fe,https://cdn.tgdd.vn/Products/Images/42/233090/Slider/Samsung-Galaxy-S21-FE-5G-1020x570.jpg,Điện máy xanh,,"  |Màn hình: Dynamic AMOLED 2X, 6.4, Full HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 12 MP & Phụ 12 MP, 8 MP |Camera trước: 32 MP |Chip: Exynos 2100 |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 5G |Pin, Sạc: 4500 mAh, 25 W"
365,Điện thoại Samsung Galaxy S21 FE 5G (8GB/128GB),11.490.000₫,,128GB,Xanh lá nhạt,https://www.dienmayxanh.com/dien-thoai/samsung-galaxy-s21-fe,https://cdn.tgdd.vn/Products/Images/42/233090/Slider/Samsung-Galaxy-S21-FE-5G-1020x570.jpg,Điện máy xanh,,"  |Màn hình: Dynamic AMOLED 2X, 6.4, Full HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 12 MP & Phụ 12 MP, 8 MP |Camera trước: 32 MP |Chip: Exynos 2100 |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 5G |Pin, Sạc: 4500 mAh, 25 W"
366,Điện thoại Samsung Galaxy A24 6GB,5.890.000₫,,128GB,Đen,https://www.dienmayxanh.com/dien-thoai/samsung-galaxy-a24,https://cdn.tgdd.vn/Products/Images/42/274018/Slider/vi-vn-samsung-galaxy-a24-6gb--(6).jpg,Điện máy xanh,,"  |Màn hình: Super AMOLED, 6.5, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 50 MP & Phụ 5 MP, 2 MP |Camera trước: 13 MP |Chip: MediaTek Helio G99 |RAM: 6 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 25 W"
367,Điện thoại Samsung Galaxy S23 Ultra 5G 512GB,29.990.000₫,,512GB,Đen,https://www.dienmayxanh.com/dien-thoai/samsung-galaxy-s23-ultra-5g-512gb,https://cdn.tgdd.vn/Products/Images/42/301796/Slider/samsung-galaxy-s23-ultra-thumb-1020x570.jpg,Điện máy xanh,,"  |Màn hình: Dynamic AMOLED 2X, 6.8, Quad HD+ (2K+) |Hệ điều hành: Android 13 |Camera sau: Chính 200 MP & Phụ 12 MP, 10 MP, 10 MP |Camera trước: 12 MP |Chip: Snapdragon 8 Gen 2 8 nhân |RAM: 12 GB |Dung lượng lưu trữ: 512GB |SIM: 2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G |Pin, Sạc: 5000 mAh, 45 W"
368,Điện thoại Samsung Galaxy S23 5G Ultra 1TB,35.990.000₫,,1TB,Kem,https://www.dienmayxanh.com/dien-thoai/samsung-galaxy-s23-ultra-5g-1tb,https://cdn.tgdd.vn/Products/Images/42/301797/Slider/samsung-galaxy-s23-ultra-thumb-1020x570.jpg,Điện máy xanh,,"  |Màn hình: Dynamic AMOLED 2X, 6.8, Quad HD+ (2K+) |Hệ điều hành: Android 13 |Camera sau: Chính 200 MP & Phụ 12 MP, 10 MP, 10 MP |Camera trước: 12 MP |Chip: Snapdragon 8 Gen 2 8 nhân |RAM: 12 GB |Dung lượng lưu trữ: 1TB |SIM: 2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G |Pin, Sạc: 5000 mAh, 45 W"
369,Điện thoại Samsung Galaxy S23 5G Ultra 1TB,35.990.000₫,,1TB,Xanh rêu,https://www.dienmayxanh.com/dien-thoai/samsung-galaxy-s23-ultra-5g-1tb,https://cdn.tgdd.vn/Products/Images/42/301797/Slider/samsung-galaxy-s23-ultra-thumb-1020x570.jpg,Điện máy xanh,,"  |Màn hình: Dynamic AMOLED 2X, 6.8, Quad HD+ (2K+) |Hệ điều hành: Android 13 |Camera sau: Chính 200 MP & Phụ 12 MP, 10 MP, 10 MP |Camera trước: 12 MP |Chip: Snapdragon 8 Gen 2 8 nhân |RAM: 12 GB |Dung lượng lưu trữ: 1TB |SIM: 2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G |Pin, Sạc: 5000 mAh, 45 W"
370,Điện thoại Samsung Galaxy S23 5G Ultra 1TB,35.990.000₫,,1TB,Tím nhạt,https://www.dienmayxanh.com/dien-thoai/samsung-galaxy-s23-ultra-5g-1tb,https://cdn.tgdd.vn/Products/Images/42/301797/Slider/samsung-galaxy-s23-ultra-thumb-1020x570.jpg,Điện máy xanh,,"  |Màn hình: Dynamic AMOLED 2X, 6.8, Quad HD+ (2K+) |Hệ điều hành: Android 13 |Camera sau: Chính 200 MP & Phụ 12 MP, 10 MP, 10 MP |Camera trước: 12 MP |Chip: Snapdragon 8 Gen 2 8 nhân |RAM: 12 GB |Dung lượng lưu trữ: 1TB |SIM: 2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G |Pin, Sạc: 5000 mAh, 45 W"
371,Điện thoại Samsung Galaxy S23 Ultra 5G 256GB,26.990.000₫,,256GB,Kem,https://www.dienmayxanh.com/dien-thoai/samsung-galaxy-s23-ultra,https://cdn.tgdd.vn/Products/Images/42/249948/Slider/samsung-galaxy-s23-ultra-thumb-1020x570.jpg,Điện máy xanh,,"  |Màn hình: Dynamic AMOLED 2X, 6.8, Quad HD+ (2K+) |Hệ điều hành: Android 13 |Camera sau: Chính 200 MP & Phụ 12 MP, 10 MP, 10 MP |Camera trước: 12 MP |Chip: Snapdragon 8 Gen 2 8 nhân |RAM: 8 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G |Pin, Sạc: 5000 mAh, 45 W"
372,Điện thoại Samsung Galaxy S23 Ultra 5G 256GB,26.990.000₫,,256GB,Tím nhạt,https://www.dienmayxanh.com/dien-thoai/samsung-galaxy-s23-ultra,https://cdn.tgdd.vn/Products/Images/42/249948/Slider/samsung-galaxy-s23-ultra-thumb-1020x570.jpg,Điện máy xanh,,"  |Màn hình: Dynamic AMOLED 2X, 6.8, Quad HD+ (2K+) |Hệ điều hành: Android 13 |Camera sau: Chính 200 MP & Phụ 12 MP, 10 MP, 10 MP |Camera trước: 12 MP |Chip: Snapdragon 8 Gen 2 8 nhân |RAM: 8 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G |Pin, Sạc: 5000 mAh, 45 W"
373,Điện thoại Samsung Galaxy S23 Ultra 5G 256GB,26.990.000₫,,256GB,Xanh rêu,https://www.dienmayxanh.com/dien-thoai/samsung-galaxy-s23-ultra,https://cdn.tgdd.vn/Products/Images/42/249948/Slider/samsung-galaxy-s23-ultra-thumb-1020x570.jpg,Điện máy xanh,,"  |Màn hình: Dynamic AMOLED 2X, 6.8, Quad HD+ (2K+) |Hệ điều hành: Android 13 |Camera sau: Chính 200 MP & Phụ 12 MP, 10 MP, 10 MP |Camera trước: 12 MP |Chip: Snapdragon 8 Gen 2 8 nhân |RAM: 8 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G |Pin, Sạc: 5000 mAh, 45 W"
374,Điện thoại Samsung Galaxy A34 5G 256GB,8.390.000₫,,256GB,Đen,https://www.dienmayxanh.com/dien-thoai/samsung-galaxy-a34,https://cdn.tgdd.vn/Products/Images/42/298377/Slider/samsung-galaxy-a34-thumb-yt-1020x570.jpg,Điện máy xanh,,"  |Màn hình: Super AMOLED, 6.6, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 48 MP & Phụ 8 MP, 5 MP |Camera trước: 13 MP |Chip: MediaTek Dimensity 1080 8 nhân |RAM: 8 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM, Hỗ trợ 5G |Pin, Sạc: 5000 mAh, 25 W"
375,Điện thoại Samsung Galaxy A34 5G 256GB,8.390.000₫,,256GB,Bạc,https://www.dienmayxanh.com/dien-thoai/samsung-galaxy-a34,https://cdn.tgdd.vn/Products/Images/42/298377/Slider/samsung-galaxy-a34-thumb-yt-1020x570.jpg,Điện máy xanh,,"  |Màn hình: Super AMOLED, 6.6, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 48 MP & Phụ 8 MP, 5 MP |Camera trước: 13 MP |Chip: MediaTek Dimensity 1080 8 nhân |RAM: 8 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM, Hỗ trợ 5G |Pin, Sạc: 5000 mAh, 25 W"
376,Điện thoại Samsung Galaxy A34 5G 128GB,7.790.000₫,,128GB,Xanh Lá Mạ,https://www.dienmayxanh.com/dien-thoai/samsung-galaxy-a34-5g-128gb,https://cdn.tgdd.vn/Products/Images/42/303583/Slider/samsung-galaxy-a34-thumb-yt-1020x570.jpg,Điện máy xanh,,"  |Màn hình: Super AMOLED, 6.6, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 48 MP & Phụ 8 MP, 5 MP |Camera trước: 13 MP |Chip: MediaTek Dimensity 1080 8 nhân |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 5G |Pin, Sạc: 5000 mAh, 25 W"
377,Điện thoại Samsung Galaxy A34 5G 128GB,7.790.000₫,,128GB,Bạc,https://www.dienmayxanh.com/dien-thoai/samsung-galaxy-a34-5g-128gb,https://cdn.tgdd.vn/Products/Images/42/303583/Slider/samsung-galaxy-a34-thumb-yt-1020x570.jpg,Điện máy xanh,,"  |Màn hình: Super AMOLED, 6.6, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 48 MP & Phụ 8 MP, 5 MP |Camera trước: 13 MP |Chip: MediaTek Dimensity 1080 8 nhân |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 5G |Pin, Sạc: 5000 mAh, 25 W"
378, iPhone 14 Pro Max 128GB | Chính hãng VN/A ,26.790.000 đ,,128GB,Vàng,https://cellphones.com.vn/iphone-14-pro-max.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m_18.png",CellPhoneS,,
379, iPhone 14 Pro Max 128GB | Chính hãng VN/A ,26.790.000 đ,,128GB,Bạc,https://cellphones.com.vn/iphone-14-pro-max.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m_18.png",CellPhoneS,,
380, iPhone 14 Pro Max 128GB | Chính hãng VN/A ,26.790.000 đ,,128GB,Đen,https://cellphones.com.vn/iphone-14-pro-max.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m_18.png",CellPhoneS,,
381, iPhone 14 Pro Max 128GB | Chính hãng VN/A ,26.790.000 đ,,128GB,Tím,https://cellphones.com.vn/iphone-14-pro-max.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m_18.png",CellPhoneS,,
382, iPhone 14 Plus 128GB | Chính hãng VN/A ,21.390.000 đ,,128GB,Đen,https://cellphones.com.vn/iphone-14-plus.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/p/h/photo_2022-09-28_21-58-51_4.jpg",CellPhoneS,,
383, iPhone 14 Plus 128GB | Chính hãng VN/A ,21.390.000 đ,,128GB,Đỏ,https://cellphones.com.vn/iphone-14-plus.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/p/h/photo_2022-09-28_21-58-51_4.jpg",CellPhoneS,,
384, iPhone 14 Plus 128GB | Chính hãng VN/A ,21.390.000 đ,,128GB,Trắng,https://cellphones.com.vn/iphone-14-plus.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/p/h/photo_2022-09-28_21-58-51_4.jpg",CellPhoneS,,
385, iPhone 14 Plus 128GB | Chính hãng VN/A ,21.390.000 đ,,128GB,Tím,https://cellphones.com.vn/iphone-14-plus.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/p/h/photo_2022-09-28_21-58-51_4.jpg",CellPhoneS,,
386, iPhone 14 Plus 128GB | Chính hãng VN/A ,21.390.000 đ,,128GB,Vàng,https://cellphones.com.vn/iphone-14-plus.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/p/h/photo_2022-09-28_21-58-51_4.jpg",CellPhoneS,,
387, iPhone 14 Plus 128GB | Chính hãng VN/A ,21.390.000 đ,,128GB,Xanh,https://cellphones.com.vn/iphone-14-plus.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/p/h/photo_2022-09-28_21-58-51_4.jpg",CellPhoneS,,
388, ASUS ROG Phone 5S 16GB 256GB ,17.690.000 đ,,16GB 256GB,Bạc,https://cellphones.com.vn/asus-rog-phone-5s.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/a/s/asus-rog-phone-5_0002_gsmarena_001_3_1.jpg",CellPhoneS,,
389, ASUS ROG Phone 5S 16GB 256GB ,17.690.000 đ,,16GB 256GB,Đen,https://cellphones.com.vn/asus-rog-phone-5s.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/a/s/asus-rog-phone-5_0002_gsmarena_001_3_1.jpg",CellPhoneS,,
390, iPhone 14 Plus 256GB | Chính hãng VN/A ,23.590.000 đ,,256GB,Vàng,https://cellphones.com.vn/iphone-14-plus-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/p/h/photo_2022-09-28_21-58-51_6.jpg",CellPhoneS,,
391, iPhone 14 Plus 256GB | Chính hãng VN/A ,23.590.000 đ,,256GB,Đen,https://cellphones.com.vn/iphone-14-plus-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/p/h/photo_2022-09-28_21-58-51_6.jpg",CellPhoneS,,
392, iPhone 14 Plus 256GB | Chính hãng VN/A ,23.590.000 đ,,256GB,Tím,https://cellphones.com.vn/iphone-14-plus-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/p/h/photo_2022-09-28_21-58-51_6.jpg",CellPhoneS,,
393, iPhone 14 Plus 256GB | Chính hãng VN/A ,23.590.000 đ,,256GB,Trắng,https://cellphones.com.vn/iphone-14-plus-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/p/h/photo_2022-09-28_21-58-51_6.jpg",CellPhoneS,,
394, iPhone 14 Plus 256GB | Chính hãng VN/A ,23.590.000 đ,,256GB,Đỏ,https://cellphones.com.vn/iphone-14-plus-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/p/h/photo_2022-09-28_21-58-51_6.jpg",CellPhoneS,,
395, iPhone 14 Plus 256GB | Chính hãng VN/A ,23.590.000 đ,,256GB,Xanh,https://cellphones.com.vn/iphone-14-plus-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/p/h/photo_2022-09-28_21-58-51_6.jpg",CellPhoneS,,
396, Xiaomi 11 Lite 5G NE ,6.790.000 đ,,128GB,Hồng,https://cellphones.com.vn/xiaomi-11-lite-5g-ne.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/x/i/xiaomi-11-lite-5g-014_1.jpg",CellPhoneS,,
397, Xiaomi 11 Lite 5G NE ,6.790.000 đ,,128GB,Trắng,https://cellphones.com.vn/xiaomi-11-lite-5g-ne.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/x/i/xiaomi-11-lite-5g-014_1.jpg",CellPhoneS,,
398, Xiaomi 11 Lite 5G NE ,6.790.000 đ,,128GB,Đen,https://cellphones.com.vn/xiaomi-11-lite-5g-ne.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/x/i/xiaomi-11-lite-5g-014_1.jpg",CellPhoneS,,
399, Xiaomi 11 Lite 5G NE ,6.790.000 đ,,128GB,Xanh,https://cellphones.com.vn/xiaomi-11-lite-5g-ne.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/x/i/xiaomi-11-lite-5g-014_1.jpg",CellPhoneS,,
400, Samsung Galaxy A14 4G ,3.990.000 đ,,128GB,Đỏ,https://cellphones.com.vn/samsung-galaxy-a14-4g.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/s/a/samsung-galaxy-a14-4g.jpg",CellPhoneS,,
401, Samsung Galaxy A14 4G ,3.990.000 đ,,128GB,Đen,https://cellphones.com.vn/samsung-galaxy-a14-4g.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/s/a/samsung-galaxy-a14-4g.jpg",CellPhoneS,,
402, Samsung Galaxy A14 4G ,3.990.000 đ,,128GB,Bạc,https://cellphones.com.vn/samsung-galaxy-a14-4g.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/s/a/samsung-galaxy-a14-4g.jpg",CellPhoneS,,
403, Samsung Galaxy A14 5G ,4.690.000 đ,,128GB,Bạc,https://cellphones.com.vn/samsung-galaxy-a14.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/s/a/samsung-galaxy-a14_1_.jpg",CellPhoneS,,
404, Samsung Galaxy A14 5G ,4.690.000 đ,,128GB,Đỏ,https://cellphones.com.vn/samsung-galaxy-a14.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/s/a/samsung-galaxy-a14_1_.jpg",CellPhoneS,,
405, Samsung Galaxy A14 5G ,4.690.000 đ,,128GB,Đen,https://cellphones.com.vn/samsung-galaxy-a14.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/s/a/samsung-galaxy-a14_1_.jpg",CellPhoneS,,
406, Xiaomi Mi 11 Lite 5G ,7.490.000 đ,,128GB,Vàng,https://cellphones.com.vn/xiaomi-mi-11-lite.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/x/i/xiaomi-mi-11-lite-5g-2_10.png",CellPhoneS,,
407, Xiaomi Mi 11 Lite 5G ,7.490.000 đ,,128GB,Đen,https://cellphones.com.vn/xiaomi-mi-11-lite.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/x/i/xiaomi-mi-11-lite-5g-2_10.png",CellPhoneS,,
408, Xiaomi Mi 11 Lite 5G ,7.490.000 đ,,128GB,Xanh bạc hà,https://cellphones.com.vn/xiaomi-mi-11-lite.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/x/i/xiaomi-mi-11-lite-5g-2_10.png",CellPhoneS,,
409, iPhone 14 Pro Max 256GB | Chính hãng VN/A ,29.750.000 đ,,256GB,Vàng,https://cellphones.com.vn/iphone-14-pro-max-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/v/_/v_ng_20.png",CellPhoneS,,
410, iPhone 14 Pro Max 256GB | Chính hãng VN/A ,29.750.000 đ,,256GB,Bạc,https://cellphones.com.vn/iphone-14-pro-max-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/v/_/v_ng_20.png",CellPhoneS,,
411, iPhone 14 Pro Max 256GB | Chính hãng VN/A ,29.750.000 đ,,256GB,Đen,https://cellphones.com.vn/iphone-14-pro-max-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/v/_/v_ng_20.png",CellPhoneS,,
412, iPhone 14 Pro Max 256GB | Chính hãng VN/A ,29.750.000 đ,,256GB,Tím,https://cellphones.com.vn/iphone-14-pro-max-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/v/_/v_ng_20.png",CellPhoneS,,
413, iPhone 14 Pro Max 512GB | Chính hãng VN/A ,36.190.000 đ,,512GB,Bạc,https://cellphones.com.vn/iphone-14-pro-max-512gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m-iphone-14-pro_2.png",CellPhoneS,,
414, iPhone 14 Pro Max 512GB | Chính hãng VN/A ,36.190.000 đ,,512GB,Vàng,https://cellphones.com.vn/iphone-14-pro-max-512gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m-iphone-14-pro_2.png",CellPhoneS,,
415, iPhone 14 Pro Max 512GB | Chính hãng VN/A ,36.190.000 đ,,512GB,Tím,https://cellphones.com.vn/iphone-14-pro-max-512gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m-iphone-14-pro_2.png",CellPhoneS,,
416, iPhone 14 Pro Max 512GB | Chính hãng VN/A ,36.190.000 đ,,512GB,Đen,https://cellphones.com.vn/iphone-14-pro-max-512gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/_/t_m-iphone-14-pro_2.png",CellPhoneS,,
417, Samsung Galaxy A73 128GB ,9.490.000 đ,,8GB 128GB,Xám,https://cellphones.com.vn/samsung-galaxy-a73-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/s/a/samsung-galaxy-a73-1-600x600_3.jpg",CellPhoneS,,
418, Samsung Galaxy A73 128GB ,9.490.000 đ,,8GB 128GB,Trắng,https://cellphones.com.vn/samsung-galaxy-a73-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/s/a/samsung-galaxy-a73-1-600x600_3.jpg",CellPhoneS,,
419, Samsung Galaxy A73 128GB ,9.490.000 đ,,8GB 128GB,Xanh,https://cellphones.com.vn/samsung-galaxy-a73-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/s/a/samsung-galaxy-a73-1-600x600_3.jpg",CellPhoneS,,
420, Samsung Galaxy S23 Plus 8GB 256GB ,23.990.000 đ,,256GB,Tím,https://cellphones.com.vn/samsung-galaxy-s23-plus.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/_/g/_global_version_sm-s916_galaxys23plus_front_cream_221122.jpg",CellPhoneS,,
421, Samsung Galaxy S23 Plus 8GB 256GB ,23.990.000 đ,,256GB,Đen,https://cellphones.com.vn/samsung-galaxy-s23-plus.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/_/g/_global_version_sm-s916_galaxys23plus_front_cream_221122.jpg",CellPhoneS,,
422, Samsung Galaxy S23 Plus 8GB 256GB ,23.990.000 đ,,256GB,Xanh,https://cellphones.com.vn/samsung-galaxy-s23-plus.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/_/g/_global_version_sm-s916_galaxys23plus_front_cream_221122.jpg",CellPhoneS,,
423, Samsung Galaxy S23 Plus 8GB 256GB ,23.990.000 đ,,256GB,Trắng,https://cellphones.com.vn/samsung-galaxy-s23-plus.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/_/g/_global_version_sm-s916_galaxys23plus_front_cream_221122.jpg",CellPhoneS,,
424, Samsung galaxy S23 Plus 8GB 512GB ,26.990.000 đ,,512GB,Đen,https://cellphones.com.vn/samsung-galaxy-s23-plus-512gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/_/g/_global_version_sm-s916_galaxys23plus_front_cream_221122_2.jpg",CellPhoneS,,
425, Samsung galaxy S23 Plus 8GB 512GB ,26.990.000 đ,,512GB,Tím,https://cellphones.com.vn/samsung-galaxy-s23-plus-512gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/_/g/_global_version_sm-s916_galaxys23plus_front_cream_221122_2.jpg",CellPhoneS,,
426, Samsung galaxy S23 Plus 8GB 512GB ,26.990.000 đ,,512GB,Trắng,https://cellphones.com.vn/samsung-galaxy-s23-plus-512gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/_/g/_global_version_sm-s916_galaxys23plus_front_cream_221122_2.jpg",CellPhoneS,,
427, Samsung galaxy S23 Plus 8GB 512GB ,26.990.000 đ,,512GB,Xanh,https://cellphones.com.vn/samsung-galaxy-s23-plus-512gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/_/g/_global_version_sm-s916_galaxys23plus_front_cream_221122_2.jpg",CellPhoneS,,
428, Samsung Galaxy A23 4G ,4.390.000 đ,,128GB,Cam,https://cellphones.com.vn/samsung-galaxy-a23.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/s/a/samsung-galaxy-a23-cam-thumb-600x600_1.jpg",CellPhoneS,,
429, Samsung Galaxy A23 4G ,4.390.000 đ,,128GB,Xanh dương,https://cellphones.com.vn/samsung-galaxy-a23.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/s/a/samsung-galaxy-a23-cam-thumb-600x600_1.jpg",CellPhoneS,,
430, Samsung Galaxy A23 4G ,4.390.000 đ,,128GB,Đen,https://cellphones.com.vn/samsung-galaxy-a23.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/s/a/samsung-galaxy-a23-cam-thumb-600x600_1.jpg",CellPhoneS,,
431, Samsung Galaxy A23 5G ,4.890.000 đ,,128GB,Đen,https://cellphones.com.vn/samsung-galaxy-a23-5g.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/2/2/22_14.jpg",CellPhoneS,,
432, Samsung Galaxy A23 5G ,4.890.000 đ,,128GB,Xanh,https://cellphones.com.vn/samsung-galaxy-a23-5g.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/2/2/22_14.jpg",CellPhoneS,,
433, Samsung Galaxy S23 Ultra 256GB ,26.990.000 đ,,8GB 256GB,Tím,https://cellphones.com.vn/samsung-galaxy-s23-ultra.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/g/a/galaxys23ultra_front_green_221122_2.jpg",CellPhoneS,,
434, Samsung Galaxy S23 Ultra 256GB ,26.990.000 đ,,8GB 256GB,Đen,https://cellphones.com.vn/samsung-galaxy-s23-ultra.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/g/a/galaxys23ultra_front_green_221122_2.jpg",CellPhoneS,,
