product_num,product_category,product_name,product_price,product_rom,product_ram,product_color,produc_url,img_url,brand,product_new,product_overview
179, Xiaomi, Redmi Note 12 Pro ,7.490.000 đ,,256GB,Xanh Dương,https://www.dienmayxanh.com/dien-thoai/xiaomi-redmi-note-12-pro-4g-256gb,https://cdn.tgdd.vn/Products/Images/42/306774/Slider/xiaomi-redmi-note-12-pro-4g-256gb638199344020478006.jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.67, Full HD+ |Hệ điều hành: Android 11 |Camera sau: Chính 108 MP & Phụ 8 MP, 2 MP, 2 MP |Camera trước: 16 MP |Chip: Snapdragon 732G |RAM: 8 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM (SIM 2 chung khe thẻ nhớ), Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 67 W"
180, Xiaomi, 13 Pro 5G,25.990.000 đ,,256GB,Đen,https://www.dienmayxanh.com/dien-thoai/xiaomi-13-pro,https://cdn.tgdd.vn/Products/Images/42/282903/Slider/xiaomi-13-pro-thumb-yt-1020x570.jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.73, Quad HD+ (2K+) |Hệ điều hành: Android 13 |Camera sau: Chính 50 MP & Phụ 50 MP, 50 MP |Camera trước: 32 MP |Chip: Snapdragon 8 Gen 2 8 nhân |RAM: 12 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM, Hỗ trợ 5G |Pin, Sạc: 4820 mAh, 120 W"
181, Xiaomi, 13 5G,18.990.000 đ,,256GB,Xanh lá,https://www.dienmayxanh.com/dien-thoai/xiaomi-13,https://cdn.tgdd.vn/Products/Images/42/267984/Slider/xiaomi-13-thumb-yt-1020x570.jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.36, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 50 MP & Phụ 12 MP, 10 MP |Camera trước: 32 MP |Chip: Snapdragon 8 Gen 2 8 nhân |RAM: 8 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM, Hỗ trợ 5G |Pin, Sạc: 4500 mAh, 67 W"
182, Xiaomi, 13 Lite 5G,10.490.000 đ,,256GB,Xanh Dương,https://www.dienmayxanh.com/dien-thoai/xiaomi-13-lite-5g,https://cdn.tgdd.vn/Products/Images/42/302531/Slider/xiaomi-13-lite-5g-thumb-YT-1020x570.jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.55, Full HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 50 MP & Phụ 8 MP, 2 MP |Camera trước: Chính 32 MP & Phụ 8 MP |Chip: Snapdragon 7 Gen 1 8 nhân |RAM: 8 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM, Hỗ trợ 5G |Pin, Sạc: 4500 mAh, 67 W"
183, Xiaomi, 13 Lite 5G,10.490.000 đ,,256GB,Đen,https://www.dienmayxanh.com/dien-thoai/xiaomi-13-lite-5g,https://cdn.tgdd.vn/Products/Images/42/302531/Slider/xiaomi-13-lite-5g-thumb-YT-1020x570.jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.55, Full HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 50 MP & Phụ 8 MP, 2 MP |Camera trước: Chính 32 MP & Phụ 8 MP |Chip: Snapdragon 7 Gen 1 8 nhân |RAM: 8 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM, Hỗ trợ 5G |Pin, Sạc: 4500 mAh, 67 W"
184, Xiaomi, 13 5G,18.990.000 đ,,256GB,Đen,https://www.dienmayxanh.com/dien-thoai/xiaomi-13,https://cdn.tgdd.vn/Products/Images/42/267984/Slider/xiaomi-13-thumb-yt-1020x570.jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.36, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 50 MP & Phụ 12 MP, 10 MP |Camera trước: 32 MP |Chip: Snapdragon 8 Gen 2 8 nhân |RAM: 8 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM, Hỗ trợ 5G |Pin, Sạc: 4500 mAh, 67 W"
185, Xiaomi, 13 Pro 5G,25.990.000 đ,,256GB,Trắng,https://www.dienmayxanh.com/dien-thoai/xiaomi-13-pro,https://cdn.tgdd.vn/Products/Images/42/282903/Slider/xiaomi-13-pro-thumb-yt-1020x570.jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.73, Quad HD+ (2K+) |Hệ điều hành: Android 13 |Camera sau: Chính 50 MP & Phụ 50 MP, 50 MP |Camera trước: 32 MP |Chip: Snapdragon 8 Gen 2 8 nhân |RAM: 12 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM, Hỗ trợ 5G |Pin, Sạc: 4820 mAh, 120 W"
186, Xiaomi, Redmi Note 12 Pro ,6.690.000 đ,,128GB,Xanh Dương,https://www.dienmayxanh.com/dien-thoai/xiaomi-redmi-note-12-pro-4g,https://cdn.tgdd.vn/Products/Images/42/299734/Slider/vi-vn-xiaomi-redmi-note-12-pro-4g--(7).jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.67, Full HD+ |Hệ điều hành: Android 11 |Camera sau: Chính 108 MP & Phụ 8 MP, 2 MP, 2 MP |Camera trước: 16 MP |Chip: Snapdragon 732G |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM (SIM 2 chung khe thẻ nhớ), Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 67 W"
187, Xiaomi, Redmi Note 12 Pro ,6.690.000 đ,,128GB,Xám,https://www.dienmayxanh.com/dien-thoai/xiaomi-redmi-note-12-pro-4g,https://cdn.tgdd.vn/Products/Images/42/299734/Slider/vi-vn-xiaomi-redmi-note-12-pro-4g--(7).jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.67, Full HD+ |Hệ điều hành: Android 11 |Camera sau: Chính 108 MP & Phụ 8 MP, 2 MP, 2 MP |Camera trước: 16 MP |Chip: Snapdragon 732G |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM (SIM 2 chung khe thẻ nhớ), Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 67 W"
188, Xiaomi, Redmi Note 12 Pro ,6.690.000 đ,,128GB,Xanh dương nhạt,https://www.dienmayxanh.com/dien-thoai/xiaomi-redmi-note-12-pro-4g,https://cdn.tgdd.vn/Products/Images/42/299734/Slider/vi-vn-xiaomi-redmi-note-12-pro-4g--(7).jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.67, Full HD+ |Hệ điều hành: Android 11 |Camera sau: Chính 108 MP & Phụ 8 MP, 2 MP, 2 MP |Camera trước: 16 MP |Chip: Snapdragon 732G |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM (SIM 2 chung khe thẻ nhớ), Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 67 W"
189, Xiaomi, Redmi Note 12 ,5.090.000 đ,8GB,128GB,Xanh lá,https://www.dienmayxanh.com/dien-thoai/xiaomi-redmi-note-12-4g,https://cdn.tgdd.vn/Products/Images/42/303298/Slider/xiaomi-redmi-note-12-4g-thumb-yt-1020x570.jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.67, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 50 MP & Phụ 8 MP, 2 MP |Camera trước: 13 MP |Chip: Snapdragon 685 8 nhân |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W"
190, Xiaomi, Redmi 12C ,2.990.000 đ,,128GB,Xanh lá,https://www.dienmayxanh.com/dien-thoai/xiaomi-redmi-12c,https://cdn.tgdd.vn/Products/Images/42/303163/Slider/xiaomi-redmi-12c-thumb-yt-1020x570.jpg,Điện máy xanh,,"  |Màn hình: IPS LCD, 6.71, HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 50 MP & Phụ QVGA |Camera trước: 5 MP |Chip: MediaTek Helio G85 |RAM: 4 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 10 W"
191, Xiaomi, Redmi 12C ,2.990.000 đ,,128GB,Xanh Dương,https://www.dienmayxanh.com/dien-thoai/xiaomi-redmi-12c,https://cdn.tgdd.vn/Products/Images/42/303163/Slider/xiaomi-redmi-12c-thumb-yt-1020x570.jpg,Điện máy xanh,,"  |Màn hình: IPS LCD, 6.71, HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 50 MP & Phụ QVGA |Camera trước: 5 MP |Chip: MediaTek Helio G85 |RAM: 4 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 10 W"
192, Xiaomi, Redmi 12C ,2.990.000 đ,,128GB,Xám,https://www.dienmayxanh.com/dien-thoai/xiaomi-redmi-12c,https://cdn.tgdd.vn/Products/Images/42/303163/Slider/xiaomi-redmi-12c-thumb-yt-1020x570.jpg,Điện máy xanh,,"  |Màn hình: IPS LCD, 6.71, HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 50 MP & Phụ QVGA |Camera trước: 5 MP |Chip: MediaTek Helio G85 |RAM: 4 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 10 W"
193, Xiaomi, Redmi Note 12 ,5.090.000 đ,8GB,128GB,Xám,https://www.dienmayxanh.com/dien-thoai/xiaomi-redmi-note-12-4g,https://cdn.tgdd.vn/Products/Images/42/303298/Slider/xiaomi-redmi-note-12-4g-thumb-yt-1020x570.jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.67, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 50 MP & Phụ 8 MP, 2 MP |Camera trước: 13 MP |Chip: Snapdragon 685 8 nhân |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W"
194, Xiaomi, Redmi Note 12 ,5.090.000 đ,8GB,128GB,Xanh Dương,https://www.dienmayxanh.com/dien-thoai/xiaomi-redmi-note-12-4g,https://cdn.tgdd.vn/Products/Images/42/303298/Slider/xiaomi-redmi-note-12-4g-thumb-yt-1020x570.jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.67, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 50 MP & Phụ 8 MP, 2 MP |Camera trước: 13 MP |Chip: Snapdragon 685 8 nhân |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W"
195, Xiaomi, 12T 5G ,11.490.000 đ,,256GB,Bạc,https://www.dienmayxanh.com/dien-thoai/xiaomi-12t-256gb,https://cdn.tgdd.vn/Products/Images/42/291623/Slider/xiaomi-12t-5g-1020x570.jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.67, 1.5K |Hệ điều hành: Android 12 |Camera sau: Chính 108 MP & Phụ 8 MP, 2 MP |Camera trước: 20 MP |Chip: MediaTek Dimensity 8100 Ultra 8 nhân |RAM: 8 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM, Hỗ trợ 5G |Pin, Sạc: 5000 mAh, 120 W"
196, Xiaomi, Redmi Note 12S,6.190.000 đ,,256GB,Đen,https://www.dienmayxanh.com/dien-thoai/xiaomi-redmi-note-12s,https://cdn.tgdd.vn/Products/Images/42/273335/Slider/xiaomi-redmi-note-12s-thumb-YT-1020x570-1.jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.43, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 108 MP & Phụ 8 MP, 2 MP |Camera trước: 16 MP |Chip: MediaTek Helio G96 |RAM: 8 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W"
197, Xiaomi, 12T 5G ,11.490.000 đ,,256GB,Xanh,https://www.dienmayxanh.com/dien-thoai/xiaomi-12t-256gb,https://cdn.tgdd.vn/Products/Images/42/291623/Slider/xiaomi-12t-5g-1020x570.jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.67, 1.5K |Hệ điều hành: Android 12 |Camera sau: Chính 108 MP & Phụ 8 MP, 2 MP |Camera trước: 20 MP |Chip: MediaTek Dimensity 8100 Ultra 8 nhân |RAM: 8 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM, Hỗ trợ 5G |Pin, Sạc: 5000 mAh, 120 W"
198, Xiaomi, Redmi 12C ,2.690.000 đ,,64GB,Xanh lá,https://www.dienmayxanh.com/dien-thoai/xiaomi-redmi-12c-64gb,https://cdn.tgdd.vn/Products/Images/42/303575/Slider/xiaomi-redmi-12c-thumb-yt-1020x570.jpg,Điện máy xanh,,"  |Màn hình: IPS LCD, 6.71, HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 50 MP & Phụ QVGA |Camera trước: 5 MP |Chip: MediaTek Helio G85 |RAM: 4 GB |Dung lượng lưu trữ: 64GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 10 W"
199, Xiaomi, Redmi 12C ,2.690.000 đ,,64GB,Xám,https://www.dienmayxanh.com/dien-thoai/xiaomi-redmi-12c-64gb,https://cdn.tgdd.vn/Products/Images/42/303575/Slider/xiaomi-redmi-12c-thumb-yt-1020x570.jpg,Điện máy xanh,,"  |Màn hình: IPS LCD, 6.71, HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 50 MP & Phụ QVGA |Camera trước: 5 MP |Chip: MediaTek Helio G85 |RAM: 4 GB |Dung lượng lưu trữ: 64GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 10 W"
200, Xiaomi, Redmi 12C ,2.690.000 đ,,64GB,Xanh Dương,https://www.dienmayxanh.com/dien-thoai/xiaomi-redmi-12c-64gb,https://cdn.tgdd.vn/Products/Images/42/303575/Slider/xiaomi-redmi-12c-thumb-yt-1020x570.jpg,Điện máy xanh,,"  |Màn hình: IPS LCD, 6.71, HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 50 MP & Phụ QVGA |Camera trước: 5 MP |Chip: MediaTek Helio G85 |RAM: 4 GB |Dung lượng lưu trữ: 64GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 10 W"
201, Xiaomi, Redmi Note 12 ,4.290.000 đ,4GB,128GB,Xanh Dương,https://www.dienmayxanh.com/dien-thoai/xiaomi-redmi-note-12-4gb,https://cdn.tgdd.vn/Products/Images/42/304182/Slider/xiaomi-redmi-note-12-4g-thumb-yt-1020x570.jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.67, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 50 MP & Phụ 8 MP, 2 MP |Camera trước: 13 MP |Chip: Snapdragon 685 8 nhân |RAM: 4 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W"
202, Xiaomi, Redmi Note 12 ,4.290.000 đ,4GB,128GB,Xanh lá,https://www.dienmayxanh.com/dien-thoai/xiaomi-redmi-note-12-4gb,https://cdn.tgdd.vn/Products/Images/42/304182/Slider/xiaomi-redmi-note-12-4g-thumb-yt-1020x570.jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.67, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 50 MP & Phụ 8 MP, 2 MP |Camera trước: 13 MP |Chip: Snapdragon 685 8 nhân |RAM: 4 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W"
203, Xiaomi, Redmi Note 12 ,4.290.000 đ,4GB,128GB,Xám,https://www.dienmayxanh.com/dien-thoai/xiaomi-redmi-note-12-4gb,https://cdn.tgdd.vn/Products/Images/42/304182/Slider/xiaomi-redmi-note-12-4g-thumb-yt-1020x570.jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.67, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 50 MP & Phụ 8 MP, 2 MP |Camera trước: 13 MP |Chip: Snapdragon 685 8 nhân |RAM: 4 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W"
204, OPPO, A17,3.690.000 đ,,64GB,Xanh Dương,https://www.dienmayxanh.com/dien-thoai/oppo-a17,https://cdn.tgdd.vn/Products/Images/42/288401/Slider/vi-vn-oppo-a17-slider--(1).jpg,Điện máy xanh,,"  |Màn hình: IPS LCD, 6.56, HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 50 MP & Phụ 0.3 MP |Camera trước: 5 MP |Chip: MediaTek Helio G35 |RAM: 4 GB |Dung lượng lưu trữ: 64GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 10 W"
205, OPPO, A76,5.190.000 đ,,128GB,Xanh lá,https://www.dienmayxanh.com/dien-thoai/oppo-a76-4g,https://cdn.tgdd.vn/Products/Images/42/270360/Slider/oppo-a76-thumb-YT-1020x570.jpg,Điện máy xanh,,"  |Màn hình: IPS LCD, 6.56, HD+ |Hệ điều hành: Android 11 |Camera sau: Chính 13 MP & Phụ 2 MP |Camera trước: 8 MP |Chip: Snapdragon 680 |RAM: 6 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W"
206, OPPO, A76,5.190.000 đ,,128GB,Đen,https://www.dienmayxanh.com/dien-thoai/oppo-a76-4g,https://cdn.tgdd.vn/Products/Images/42/270360/Slider/oppo-a76-thumb-YT-1020x570.jpg,Điện máy xanh,,"  |Màn hình: IPS LCD, 6.56, HD+ |Hệ điều hành: Android 11 |Camera sau: Chính 13 MP & Phụ 2 MP |Camera trước: 8 MP |Chip: Snapdragon 680 |RAM: 6 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W"
207, OPPO, A17,3.690.000 đ,,64GB,Đen,https://www.dienmayxanh.com/dien-thoai/oppo-a17,https://cdn.tgdd.vn/Products/Images/42/288401/Slider/vi-vn-oppo-a17-slider--(1).jpg,Điện máy xanh,,"  |Màn hình: IPS LCD, 6.56, HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 50 MP & Phụ 0.3 MP |Camera trước: 5 MP |Chip: MediaTek Helio G35 |RAM: 4 GB |Dung lượng lưu trữ: 64GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 10 W"
208, OPPO, A77s,6.290.000 đ,,128GB,Xanh ngọc,https://www.dienmayxanh.com/dien-thoai/oppo-a77s,https://cdn.tgdd.vn/Products/Images/42/292780/Slider/oppo-a77s-thumb-1020x570.jpg,Điện máy xanh,,"  |Màn hình: IPS LCD, 6.56, HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 50 MP & Phụ 2 MP |Camera trước: 8 MP |Chip: Snapdragon 680 |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W"
209, OPPO, A96,6.190.000 đ,,128GB,Hồng,https://www.dienmayxanh.com/dien-thoai/oppo-a96-4g,https://cdn.tgdd.vn/Products/Images/42/274381/Slider/oppo-a96-4g-thumb-1020x570.jpg,Điện máy xanh,,"  |Màn hình: IPS LCD, 6.59, Full HD+ |Hệ điều hành: Android 11 |Camera sau: Chính 50 MP & Phụ 2 MP |Camera trước: 16 MP |Chip: Snapdragon 680 |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W"
210, OPPO, Reno8 T,8.490.000 đ,,256GB,Cam,https://www.dienmayxanh.com/dien-thoai/oppo-reno8-t,https://cdn.tgdd.vn/Products/Images/42/299248/Slider/oppo-reno8-t-thumb-yt-1020x570.jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.4, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 100 MP & Phụ 2 MP, 2 MP |Camera trước: 32 MP |Chip: MediaTek Helio G99 |RAM: 8 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W"
211, OPPO, Reno8 T,8.490.000 đ,,256GB,Đen,https://www.dienmayxanh.com/dien-thoai/oppo-reno8-t,https://cdn.tgdd.vn/Products/Images/42/299248/Slider/oppo-reno8-t-thumb-yt-1020x570.jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.4, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 100 MP & Phụ 2 MP, 2 MP |Camera trước: 32 MP |Chip: MediaTek Helio G99 |RAM: 8 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W"
212, OPPO, Reno6 Pro 5G,13.990.000 đ,,256GB,,https://www.dienmayxanh.com/dien-thoai/oppo-reno6-pro-5g,https://cdn.tgdd.vn/Products/Images/42/236187/Slider/oppo-reno6-pro-5g-1020x570.jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.55, Full HD+ |Hệ điều hành: Android 11 |Camera sau: Chính 50 MP & Phụ 16 MP, 13 MP, 2 MP |Camera trước: 32 MP |Chip: Snapdragon 870 5G |RAM: 12 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM, Hỗ trợ 5G |Pin, Sạc: 4500 mAh, 65 W"
213, OPPO, A77s,6.290.000 đ,,128GB,Đen,https://www.dienmayxanh.com/dien-thoai/oppo-a77s,https://cdn.tgdd.vn/Products/Images/42/292780/Slider/oppo-a77s-thumb-1020x570.jpg,Điện máy xanh,,"  |Màn hình: IPS LCD, 6.56, HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 50 MP & Phụ 2 MP |Camera trước: 8 MP |Chip: Snapdragon 680 |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W"
214, OPPO, Find X5 Pro 5G,19.990.000 đ,,256GB,Trắng,https://www.dienmayxanh.com/dien-thoai/oppo-find-x5-pro,https://cdn.tgdd.vn/Products/Images/42/250622/Slider/Oppo-Find-x5-1020x570.jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.7, Quad HD+ (2K+) |Hệ điều hành: Android 12 |Camera sau: Chính 50 MP & Phụ 50 MP, 13 MP |Camera trước: 32 MP |Chip: Snapdragon 8 Gen 1 |RAM: 12 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G |Pin, Sạc: 5000 mAh, 80 W"
215, OPPO, Find X5 Pro 5G,19.990.000 đ,,256GB,Đen,https://www.dienmayxanh.com/dien-thoai/oppo-find-x5-pro,https://cdn.tgdd.vn/Products/Images/42/250622/Slider/Oppo-Find-x5-1020x570.jpg,Điện máy xanh,,"  |Màn hình: AMOLED, 6.7, Quad HD+ (2K+) |Hệ điều hành: Android 12 |Camera sau: Chính 50 MP & Phụ 50 MP, 13 MP |Camera trước: 32 MP |Chip: Snapdragon 8 Gen 1 |RAM: 12 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G |Pin, Sạc: 5000 mAh, 80 W"
216, OPPO, A57 ,4.390.000 đ,,128GB,Vàng,https://www.dienmayxanh.com/dien-thoai/oppo-a57-128gb,https://cdn.tgdd.vn/Products/Images/42/285082/Slider/oppo-a57-4g637916782091781459-1020x570.jpg,Điện máy xanh,,"  |Màn hình: IPS LCD, 6.56, HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 13 MP & Phụ 2 MP |Camera trước: 8 MP |Chip: MediaTek Helio G35 |RAM: 4 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W"
217, OPPO, A57 ,4.090.000 đ,,64GB,Xanh ngọc,https://www.dienmayxanh.com/dien-thoai/oppo-a57-4g,https://cdn.tgdd.vn/Products/Images/42/282090/Slider/OPPO-A57-4G--1--1020x570.jpg,Điện máy xanh,,"  |Màn hình: IPS LCD, 6.56, HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 13 MP & Phụ 2 MP |Camera trước: 8 MP |Chip: MediaTek Helio G35 |RAM: 4 GB |Dung lượng lưu trữ: 64GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W"
218, OPPO, A57 ,4.090.000 đ,,64GB,Đen,https://www.dienmayxanh.com/dien-thoai/oppo-a57-4g,https://cdn.tgdd.vn/Products/Images/42/282090/Slider/OPPO-A57-4G--1--1020x570.jpg,Điện máy xanh,,"  |Màn hình: IPS LCD, 6.56, HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 13 MP & Phụ 2 MP |Camera trước: 8 MP |Chip: MediaTek Helio G35 |RAM: 4 GB |Dung lượng lưu trữ: 64GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W"
219, OPPO, A57 ,4.390.000 đ,,128GB,Xanh ngọc,https://www.dienmayxanh.com/dien-thoai/oppo-a57-128gb,https://cdn.tgdd.vn/Products/Images/42/285082/Slider/oppo-a57-4g637916782091781459-1020x570.jpg,Điện máy xanh,,"  |Màn hình: IPS LCD, 6.56, HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 13 MP & Phụ 2 MP |Camera trước: 8 MP |Chip: MediaTek Helio G35 |RAM: 4 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W"
220, OPPO, A57 ,4.390.000 đ,,128GB,Đen,https://www.dienmayxanh.com/dien-thoai/oppo-a57-128gb,https://cdn.tgdd.vn/Products/Images/42/285082/Slider/oppo-a57-4g637916782091781459-1020x570.jpg,Điện máy xanh,,"  |Màn hình: IPS LCD, 6.56, HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 13 MP & Phụ 2 MP |Camera trước: 8 MP |Chip: MediaTek Helio G35 |RAM: 4 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W"
221, OPPO, A55,3.490.000 đ,,64GB,Xanh Dương,https://www.dienmayxanh.com/dien-thoai/oppo-a55-4g,https://cdn.tgdd.vn/Products/Images/42/249944/Slider/OPPO-A55-4G-1020x570.jpg,Điện máy xanh,,"  |Màn hình: IPS LCD, 6.5, HD+ |Hệ điều hành: Android 11 |Camera sau: Chính 50 MP & Phụ 2 MP, 2 MP |Camera trước: 16 MP |Chip: MediaTek Helio G35 |RAM: 4 GB |Dung lượng lưu trữ: 64GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 18 W"
