,product_name,product_price,product_memory,product_color,product_overview,produc_url,img_url
101,Điện thoại Masstel IZI 26 4G,600.000₫,"MicroSD, hỗ trợ tối đa 32GB",Xanh Dương,"  |Màn hình: TFT LCD, 2.4, 262.000 màu |SIM: 2 Nano SIM, Hỗ trợ 4G VoLTE |Danh bạ: 500 số |Thẻ nhớ: MicroSD, hỗ trợ tối đa 32GB |Radio FM: FM không cần tai nghe |Jack cắm tai nghe: 3.5 mm |Pin: 1800 mAh",https://www.dienmayxanh.com/dien-thoai/masstel-izi-26-4g,https://cdn.tgdd.vn/Products/Images/42/299610/Slider/masstel-izi-26-4g-tong-quan-1020x569.jpg
102,Điện thoại Masstel Lux 10 4G,570.000₫,"MicroSD, hỗ trợ tối đa 32GB",Xanh Dương,"  |Màn hình: TFT LCD, 2.4, 16.7 triệu màu |SIM: 2 Nano SIM, Hỗ trợ 4G VoLTE |Danh bạ: 2000 số |Thẻ nhớ: MicroSD, hỗ trợ tối đa 32GB |Radio FM: Có |Pin: 1400 mAh",https://www.dienmayxanh.com/dien-thoai/masstel-lux-10,https://cdn.tgdd.vn/Products/Images/42/299611/Slider/masstel-lux-20-tong-quan-1020x569.jpg
103,Điện thoại Masstel Lux 10 4G,570.000₫,"MicroSD, hỗ trợ tối đa 32GB",Vàng,"  |Màn hình: TFT LCD, 2.4, 16.7 triệu màu |SIM: 2 Nano SIM, Hỗ trợ 4G VoLTE |Danh bạ: 2000 số |Thẻ nhớ: MicroSD, hỗ trợ tối đa 32GB |Radio FM: Có |Pin: 1400 mAh",https://www.dienmayxanh.com/dien-thoai/masstel-lux-10,https://cdn.tgdd.vn/Products/Images/42/299611/Slider/masstel-lux-20-tong-quan-1020x569.jpg
104,Điện thoại Mobell F309 4G,760.000₫,"MicroSD, hỗ trợ tối đa 64GB",Đen,"  |Màn hình: TFT LCD, 2.31, 262.000 màu |SIM: 2 Nano SIM, Hỗ trợ 4G VoLTE |Danh bạ: 2000 số |Thẻ nhớ: MicroSD, hỗ trợ tối đa 64GB |Camera sau: 0.08 MP |Radio FM: FM không cần tai nghe |Jack cắm tai nghe: Micro USB |Pin: 1600 mAh",https://www.dienmayxanh.com/dien-thoai/mobell-f309,https://cdn.tgdd.vn/Products/Images/42/304608/Slider/vi-vn-mobell-f309-slider.jpg
105,Điện thoại Nokia C21 Plus 64GB,2.090.000₫,64GB,,"  |Màn hình: TFT LCD, 6.5, HD+ |Hệ điều hành: Android 11 (Go Edition) |Camera sau: Chính 13 MP & Phụ 2 MP |Camera trước: 5 MP |Chip: Spreadtrum SC9863A |RAM: 3 GB |Dung lượng lưu trữ: 64GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5050 mAh, 10 W",https://www.dienmayxanh.com/dien-thoai/nokia-c21-plus,https://cdn.tgdd.vn/Products/Images/42/274084/Slider/1.-Tong-quan-(1)-1020x569.jpeg
106,Điện thoại Nokia C21 Plus 32GB,2.290.000₫,32GB,Xám,"  |Màn hình: TFT LCD, 6.5, HD+ |Hệ điều hành: Android 11 (Go Edition) |Camera sau: Chính 13 MP & Phụ 2 MP |Camera trước: 5 MP |Chip: Spreadtrum SC9863A |RAM: 3 GB |Dung lượng lưu trữ: 32GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5050 mAh, 10 W",https://www.dienmayxanh.com/dien-thoai/nokia-c21-plus-32gb,https://cdn.tgdd.vn/Products/Images/42/280139/Slider/1.-Tong-quan-(1)-1020x569.jpeg
107,Điện thoại Nokia C21 Plus 32GB,2.290.000₫,32GB,Xanh Dương,"  |Màn hình: TFT LCD, 6.5, HD+ |Hệ điều hành: Android 11 (Go Edition) |Camera sau: Chính 13 MP & Phụ 2 MP |Camera trước: 5 MP |Chip: Spreadtrum SC9863A |RAM: 3 GB |Dung lượng lưu trữ: 32GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5050 mAh, 10 W",https://www.dienmayxanh.com/dien-thoai/nokia-c21-plus-32gb,https://cdn.tgdd.vn/Products/Images/42/280139/Slider/1.-Tong-quan-(1)-1020x569.jpeg
108,Điện thoại Mobell F309 4G,760.000₫,"MicroSD, hỗ trợ tối đa 64GB",Vàng,"  |Màn hình: TFT LCD, 2.31, 262.000 màu |SIM: 2 Nano SIM, Hỗ trợ 4G VoLTE |Danh bạ: 2000 số |Thẻ nhớ: MicroSD, hỗ trợ tối đa 64GB |Camera sau: 0.08 MP |Radio FM: FM không cần tai nghe |Jack cắm tai nghe: Micro USB |Pin: 1600 mAh",https://www.dienmayxanh.com/dien-thoai/mobell-f309,https://cdn.tgdd.vn/Products/Images/42/304608/Slider/vi-vn-mobell-f309-slider.jpg
109,Điện thoại Mobell Rock 4 4G,810.000₫,"MicroSD, hỗ trợ tối đa 64GB",Xanh lá,"  |Màn hình: TFT LCD, 2.4, 262.000 màu |SIM: 2 Nano SIM, Hỗ trợ 4G VoLTE |Danh bạ: 2000 số |Thẻ nhớ: MicroSD, hỗ trợ tối đa 64GB |Radio FM: FM không cần tai nghe |Jack cắm tai nghe: Micro USB |Pin: 3250 mAh",https://www.dienmayxanh.com/dien-thoai/mobell-rock-4-4g,https://cdn.tgdd.vn/Products/Images/42/288631/Slider/mobell-rock-4-1020x570.jpg
110,Điện thoại Mobell Rock 4 4G,810.000₫,"MicroSD, hỗ trợ tối đa 64GB",Xanh Dương,"  |Màn hình: TFT LCD, 2.4, 262.000 màu |SIM: 2 Nano SIM, Hỗ trợ 4G VoLTE |Danh bạ: 2000 số |Thẻ nhớ: MicroSD, hỗ trợ tối đa 64GB |Radio FM: FM không cần tai nghe |Jack cắm tai nghe: Micro USB |Pin: 3250 mAh",https://www.dienmayxanh.com/dien-thoai/mobell-rock-4-4g,https://cdn.tgdd.vn/Products/Images/42/288631/Slider/mobell-rock-4-1020x570.jpg
111,Điện thoại Mobell M539 4G,700.000₫,"MicroSD, hỗ trợ tối đa 64GB",Đỏ,"  |Màn hình: TFT LCD, 2.8, 262.000 màu |SIM: 2 Nano SIM, Hỗ trợ 4G VoLTE |Danh bạ: 2000 số |Thẻ nhớ: MicroSD, hỗ trợ tối đa 64GB |Camera sau: 0.08 MP |Radio FM: FM không cần tai nghe |Jack cắm tai nghe: Micro USB |Pin: 2000 mAh",https://www.dienmayxanh.com/dien-thoai/mobell-m539-4g,https://cdn.tgdd.vn/Products/Images/42/288630/Slider/mobell-m539-tong-quan-1020x570.jpg
112,Điện thoại Mobell M539 4G,700.000₫,"MicroSD, hỗ trợ tối đa 64GB",Vàng đồng,"  |Màn hình: TFT LCD, 2.8, 262.000 màu |SIM: 2 Nano SIM, Hỗ trợ 4G VoLTE |Danh bạ: 2000 số |Thẻ nhớ: MicroSD, hỗ trợ tối đa 64GB |Camera sau: 0.08 MP |Radio FM: FM không cần tai nghe |Jack cắm tai nghe: Micro USB |Pin: 2000 mAh",https://www.dienmayxanh.com/dien-thoai/mobell-m539-4g,https://cdn.tgdd.vn/Products/Images/42/288630/Slider/mobell-m539-tong-quan-1020x570.jpg
113,Điện thoại Mobell F209 4G,620.000₫,"MicroSD, hỗ trợ tối đa 64GB",Đen,"  |Màn hình: TFT LCD, 2, 262.000 màu |SIM: 2 Nano SIM, Hỗ trợ 4G VoLTE |Danh bạ: 2000 số |Thẻ nhớ: MicroSD, hỗ trợ tối đa 64GB |Radio FM: FM không cần tai nghe |Pin: 1500 mAh",https://www.dienmayxanh.com/dien-thoai/mobell-f209-4g,https://cdn.tgdd.vn/Products/Images/42/299998/Slider/mobell-f209-slider-tong-quan-1020x570.jpg
114,Điện thoại Itel L6502,1.590.000₫,32GB,Xanh,"  |Màn hình: IPS LCD, 6.52, HD+ |Hệ điều hành: Android 10 (Go Edition) |Camera sau: Chính 8 MP & Phụ VGA, VGA |Camera trước: 5 MP |Chip: Spreadtrum SC9832E |RAM: 3 GB |Dung lượng lưu trữ: 32GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 4000 mAh, 5 W",https://www.dienmayxanh.com/dien-thoai/itel-l6502,https://cdn.tgdd.vn/Products/Images/42/251897/Slider/vi-vn-itel-l6502-slider-tong-quan-1020x570.jpg
115,Điện thoại Itel L6502,1.590.000₫,32GB,Đen,"  |Màn hình: IPS LCD, 6.52, HD+ |Hệ điều hành: Android 10 (Go Edition) |Camera sau: Chính 8 MP & Phụ VGA, VGA |Camera trước: 5 MP |Chip: Spreadtrum SC9832E |RAM: 3 GB |Dung lượng lưu trữ: 32GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 4000 mAh, 5 W",https://www.dienmayxanh.com/dien-thoai/itel-l6502,https://cdn.tgdd.vn/Products/Images/42/251897/Slider/vi-vn-itel-l6502-slider-tong-quan-1020x570.jpg
116,Điện thoại realme 10,6.490.000₫,256GB,Đen,"  |Màn hình: Super AMOLED, 6.4, Full HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 50 MP & Phụ 2 MP |Camera trước: 16 MP |Chip: MediaTek Helio G99 |RAM: 8 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W",https://www.dienmayxanh.com/dien-thoai/realme-10,https://cdn.tgdd.vn/Products/Images/42/292672/Slider/realme-10-1020x570.jpg
117,Điện thoại realme 9i (6GB/128GB),4.590.000₫,128GB,Đen,"  |Màn hình: IPS LCD, 6.6, Full HD+ |Hệ điều hành: Android 11 |Camera sau: Chính 50 MP & Phụ 2 MP, 2 MP |Camera trước: 16 MP |Chip: Snapdragon 680 |RAM: 6 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W",https://www.dienmayxanh.com/dien-thoai/realme-9i,https://cdn.tgdd.vn/Products/Images/42/262649/Slider/Realme-9i-1020x570.jpg
118,Điện thoại Vivo Y02,2.590.000₫,32GB,Đen,"  |Màn hình: IPS LCD, 6.51, HD+ |Hệ điều hành: Android 12 (Go Edition) |Camera sau: 8 MP |Camera trước: 5 MP |Chip: MediaTek MT6762 (Helio P22) |RAM: 2 GB |Dung lượng lưu trữ: 32GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 10 W",https://www.dienmayxanh.com/dien-thoai/vivo-y02,https://cdn.tgdd.vn/Products/Images/42/298388/Slider/vivo-y02-thumb-youtube-2-1020x570.jpg
119,Điện thoại Vivo Y55,5.340.000₫,128GB,Đen,"  |Màn hình: AMOLED, 6.44, Full HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 50 MP & Phụ 2 MP, 2 MP |Camera trước: 16 MP |Chip: Snapdragon 680 |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 44 W",https://www.dienmayxanh.com/dien-thoai/vivo-y55-2022,https://cdn.tgdd.vn/Products/Images/42/278949/Slider/Vivo-y55-1020x570.jpg
120,Điện thoại Vivo T1x,5.290.000₫,128GB,Đen,"  |Màn hình: IPS LCD, 6.58, Full HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 50 MP & Phụ 2 MP, 2 MP |Camera trước: 8 MP |Chip: Snapdragon 680 |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 18 W",https://www.dienmayxanh.com/dien-thoai/vivo-t1x,https://cdn.tgdd.vn/Products/Images/42/253137/Slider/vi-vn-vivo-t1x-sld--(1).jpg
121,Điện thoại Vivo Y35,5.690.000₫,128GB,Vàng,"  |Màn hình: IPS LCD, 6.58, Full HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 50 MP & Phụ 2 MP, 2 MP |Camera trước: 16 MP |Chip: Snapdragon 680 |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 44 W",https://www.dienmayxanh.com/dien-thoai/vivo-y35-2022,https://cdn.tgdd.vn/Products/Images/42/286697/Slider/vivo-y35-thumb-yt-1020x570.jpg
122,Điện thoại Vivo V25 Pro 5G,12.490.000₫,128GB,Đen,"  |Màn hình: AMOLED, 6.56, Full HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 64 MP & Phụ 8 MP, 2 MP |Camera trước: 32 MP |Chip: MediaTek Dimensity 1300 |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 5G |Pin, Sạc: 4830 mAh, 66 W",https://www.dienmayxanh.com/dien-thoai/vivo-v25-pro-5g,https://cdn.tgdd.vn/Products/Images/42/282389/Slider/vivo-v25-pro-800x482.jpg
123,Điện thoại Vivo Y02A,2.790.000₫,32GB,Đen,"  |Màn hình: IPS LCD, 6.51, HD+ |Hệ điều hành: Android 12 (Go Edition) |Camera sau: 8 MP |Camera trước: 5 MP |Chip: MediaTek Helio P35 |RAM: 3 GB |Dung lượng lưu trữ: 32GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 10 W",https://www.dienmayxanh.com/dien-thoai/vivo-y02a,https://cdn.tgdd.vn/Products/Images/42/304277/Slider/vivo-y02a-thumb-yt-1020x570.jpg
124,Điện thoại Vivo Y36,6.990.000₫,256GB,Đen,"  |Màn hình: IPS LCD, 6.64, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 50 MP & Phụ 2 MP |Camera trước: 16 MP |Chip: Snapdragon 680 |RAM: 8 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 44 W",https://www.dienmayxanh.com/dien-thoai/vivo-y36,https://cdn.tgdd.vn/Products/Images/42/307203/Slider/vivo-y36-1020x570.jpg
125,Điện thoại Vivo V27e,8.690.000₫,256GB,Đen,"  |Màn hình: AMOLED, 6.62, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 64 MP & Phụ 2 MP, 2 MP |Camera trước: 32 MP |Chip: MediaTek Helio G99 |RAM: 8 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 4600 mAh, 66 W",https://www.dienmayxanh.com/dien-thoai/vivo-v27e,https://cdn.tgdd.vn/Products/Images/42/297026/Slider/vivo-v27e-thumb-YT-1020x570.jpg
126,Điện thoại Vivo V27e,8.690.000₫,256GB,Tím,"  |Màn hình: AMOLED, 6.62, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 64 MP & Phụ 2 MP, 2 MP |Camera trước: 32 MP |Chip: MediaTek Helio G99 |RAM: 8 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 4600 mAh, 66 W",https://www.dienmayxanh.com/dien-thoai/vivo-v27e,https://cdn.tgdd.vn/Products/Images/42/297026/Slider/vivo-v27e-thumb-YT-1020x570.jpg
127,Điện thoại Vivo Y36,6.990.000₫,256GB,Xanh ngọc,"  |Màn hình: IPS LCD, 6.64, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 50 MP & Phụ 2 MP |Camera trước: 16 MP |Chip: Snapdragon 680 |RAM: 8 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 44 W",https://www.dienmayxanh.com/dien-thoai/vivo-y36,https://cdn.tgdd.vn/Products/Images/42/307203/Slider/vivo-y36-1020x570.jpg
128,Điện thoại realme C30s (3GB/64GB),2.340.000₫,64GB,Đen,"  |Màn hình: IPS LCD, 6.5, HD+ |Hệ điều hành: Android 12 (Go Edition) |Camera sau: 8 MP |Camera trước: 5 MP |Chip: Unisoc SC9863A1 |RAM: 3 GB |Dung lượng lưu trữ: 64GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 10 W",https://www.dienmayxanh.com/dien-thoai/realme-c30s-3gb-64gb,https://cdn.tgdd.vn/Products/Images/42/305887/Slider/realme-c30s-(3gb-64gb)638169946068187215.jpeg
129,Điện thoại realme C55 8GB,5.590.000₫,256GB,Vàng,"  |Màn hình: IPS LCD, 6.72, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 64 MP & Phụ 2 MP |Camera trước: 8 MP |Chip: MediaTek Helio G88 |RAM: 8 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W",https://www.dienmayxanh.com/dien-thoai/realme-c55-8gb,https://cdn.tgdd.vn/Products/Images/42/304090/Slider/realme-c55-thumb-yt-1020x570.jpg
130,Điện thoại realme C55 8GB,5.590.000₫,256GB,Đen,"  |Màn hình: IPS LCD, 6.72, Full HD+ |Hệ điều hành: Android 13 |Camera sau: Chính 64 MP & Phụ 2 MP |Camera trước: 8 MP |Chip: MediaTek Helio G88 |RAM: 8 GB |Dung lượng lưu trữ: 256GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 33 W",https://www.dienmayxanh.com/dien-thoai/realme-c55-8gb,https://cdn.tgdd.vn/Products/Images/42/304090/Slider/realme-c55-thumb-yt-1020x570.jpg
131,Điện thoại realme C30s (3GB/64GB),2.340.000₫,64GB,Xanh Dương,"  |Màn hình: IPS LCD, 6.5, HD+ |Hệ điều hành: Android 12 (Go Edition) |Camera sau: 8 MP |Camera trước: 5 MP |Chip: Unisoc SC9863A1 |RAM: 3 GB |Dung lượng lưu trữ: 64GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 10 W",https://www.dienmayxanh.com/dien-thoai/realme-c30s-3gb-64gb,https://cdn.tgdd.vn/Products/Images/42/305887/Slider/realme-c30s-(3gb-64gb)638169946068187215.jpeg
132,Điện thoại Vivo Y21s 6GB,4.490.000₫,128GB,Xanh,"  |Màn hình: IPS LCD, 6.51, HD+ |Hệ điều hành: Android 11 |Camera sau: Chính 50 MP & Phụ 2 MP, 2 MP |Camera trước: 8 MP |Chip: MediaTek Helio G80 |RAM: 6 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 18 W",https://www.dienmayxanh.com/dien-thoai/vivo-y21s-6gb,https://cdn.tgdd.vn/Products/Images/42/250755/Slider/vivo-y21s-1020x570-1020x570.jpg
133,Điện thoại Vivo Y21s 6GB,4.490.000₫,128GB,Trắng,"  |Màn hình: IPS LCD, 6.51, HD+ |Hệ điều hành: Android 11 |Camera sau: Chính 50 MP & Phụ 2 MP, 2 MP |Camera trước: 8 MP |Chip: MediaTek Helio G80 |RAM: 6 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 18 W",https://www.dienmayxanh.com/dien-thoai/vivo-y21s-6gb,https://cdn.tgdd.vn/Products/Images/42/250755/Slider/vivo-y21s-1020x570-1020x570.jpg
134,Điện thoại Vivo V25 5G,9.790.000₫,128GB,Vàng,"  |Màn hình: AMOLED, 6.44, Full HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 64 MP & Phụ 8 MP, 2 MP |Camera trước: 50 MP |Chip: MediaTek Dimensity 900 5G |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM (SIM 2 chung khe thẻ nhớ), Hỗ trợ 5G |Pin, Sạc: 4500 mAh, 44 W",https://www.dienmayxanh.com/dien-thoai/vivo-v25,https://cdn.tgdd.vn/Products/Images/42/283148/Slider/vivo-v25-thumb-youtube-1020x570-1.jpg
135,Điện thoại Vivo V25 5G,9.790.000₫,128GB,Đen,"  |Màn hình: AMOLED, 6.44, Full HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 64 MP & Phụ 8 MP, 2 MP |Camera trước: 50 MP |Chip: MediaTek Dimensity 900 5G |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM (SIM 2 chung khe thẻ nhớ), Hỗ trợ 5G |Pin, Sạc: 4500 mAh, 44 W",https://www.dienmayxanh.com/dien-thoai/vivo-v25,https://cdn.tgdd.vn/Products/Images/42/283148/Slider/vivo-v25-thumb-youtube-1020x570-1.jpg
136,Điện thoại Vivo Y02s 64GB,3.290.000₫,64GB,Đen,"  |Màn hình: IPS LCD, 6.51, HD+ |Hệ điều hành: Android 12 |Camera sau: 8 MP |Camera trước: 5 MP |Chip: MediaTek Helio P35 |RAM: 3 GB |Dung lượng lưu trữ: 64GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 10 W",https://www.dienmayxanh.com/dien-thoai/vivo-y02s-64gb,https://cdn.tgdd.vn/Products/Images/42/304276/Slider/vivo-y02s-64gb638146606858601277.jpg
137,Điện thoại Vivo Y02s 32GB,2.890.000₫,32GB,Đen,"  |Màn hình: IPS LCD, 6.51, HD+ |Hệ điều hành: Android 12 |Camera sau: 8 MP |Camera trước: 5 MP |Chip: MediaTek Helio P35 |RAM: 3 GB |Dung lượng lưu trữ: 32GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 10 W",https://www.dienmayxanh.com/dien-thoai/vivo-y02s-32gb,https://cdn.tgdd.vn/Products/Images/42/285032/Slider/vivo-y02s-tong-quan-1020x569.jpg
138,Điện thoại Vivo Y16 128GB,4.190.000₫,128GB,Đen,"  |Màn hình: IPS LCD, 6.51, HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 13 MP & Phụ 2 MP |Camera trước: 5 MP |Chip: MediaTek Helio P35 |RAM: 4 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 10 W",https://www.dienmayxanh.com/dien-thoai/vivo-y16,https://cdn.tgdd.vn/Products/Images/42/285223/Slider/vi-vn-vivo-y16--(1).jpg
139,Điện thoại Vivo Y16 128GB,4.190.000₫,128GB,Vàng,"  |Màn hình: IPS LCD, 6.51, HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 13 MP & Phụ 2 MP |Camera trước: 5 MP |Chip: MediaTek Helio P35 |RAM: 4 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 10 W",https://www.dienmayxanh.com/dien-thoai/vivo-y16,https://cdn.tgdd.vn/Products/Images/42/285223/Slider/vi-vn-vivo-y16--(1).jpg
140,Điện thoại Vivo Y02s 32GB,2.890.000₫,32GB,Xanh,"  |Màn hình: IPS LCD, 6.51, HD+ |Hệ điều hành: Android 12 |Camera sau: 8 MP |Camera trước: 5 MP |Chip: MediaTek Helio P35 |RAM: 3 GB |Dung lượng lưu trữ: 32GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 10 W",https://www.dienmayxanh.com/dien-thoai/vivo-y02s-32gb,https://cdn.tgdd.vn/Products/Images/42/285032/Slider/vivo-y02s-tong-quan-1020x569.jpg
141,Điện thoại Vivo Y02s 64GB,3.290.000₫,64GB,Xanh,"  |Màn hình: IPS LCD, 6.51, HD+ |Hệ điều hành: Android 12 |Camera sau: 8 MP |Camera trước: 5 MP |Chip: MediaTek Helio P35 |RAM: 3 GB |Dung lượng lưu trữ: 64GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 10 W",https://www.dienmayxanh.com/dien-thoai/vivo-y02s-64gb,https://cdn.tgdd.vn/Products/Images/42/304276/Slider/vivo-y02s-64gb638146606858601277.jpg
142,Điện thoại Vivo Y02A,2.790.000₫,32GB,Xanh tím,"  |Màn hình: IPS LCD, 6.51, HD+ |Hệ điều hành: Android 12 (Go Edition) |Camera sau: 8 MP |Camera trước: 5 MP |Chip: MediaTek Helio P35 |RAM: 3 GB |Dung lượng lưu trữ: 32GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 10 W",https://www.dienmayxanh.com/dien-thoai/vivo-y02a,https://cdn.tgdd.vn/Products/Images/42/304277/Slider/vivo-y02a-thumb-yt-1020x570.jpg
143,Điện thoại Vivo V25 Pro 5G,12.490.000₫,128GB,Xanh Dương,"  |Màn hình: AMOLED, 6.56, Full HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 64 MP & Phụ 8 MP, 2 MP |Camera trước: 32 MP |Chip: MediaTek Dimensity 1300 |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 5G |Pin, Sạc: 4830 mAh, 66 W",https://www.dienmayxanh.com/dien-thoai/vivo-v25-pro-5g,https://cdn.tgdd.vn/Products/Images/42/282389/Slider/vivo-v25-pro-800x482.jpg
144,Điện thoại Vivo Y35,5.690.000₫,128GB,Đen,"  |Màn hình: IPS LCD, 6.58, Full HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 50 MP & Phụ 2 MP, 2 MP |Camera trước: 16 MP |Chip: Snapdragon 680 |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 44 W",https://www.dienmayxanh.com/dien-thoai/vivo-y35-2022,https://cdn.tgdd.vn/Products/Images/42/286697/Slider/vivo-y35-thumb-yt-1020x570.jpg
145,Điện thoại Vivo T1x,5.290.000₫,128GB,Xanh,"  |Màn hình: IPS LCD, 6.58, Full HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 50 MP & Phụ 2 MP, 2 MP |Camera trước: 8 MP |Chip: Snapdragon 680 |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 18 W",https://www.dienmayxanh.com/dien-thoai/vivo-t1x,https://cdn.tgdd.vn/Products/Images/42/253137/Slider/vi-vn-vivo-t1x-sld--(1).jpg
146,Điện thoại Vivo Y55,5.340.000₫,128GB,Trắng,"  |Màn hình: AMOLED, 6.44, Full HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 50 MP & Phụ 2 MP, 2 MP |Camera trước: 16 MP |Chip: Snapdragon 680 |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 44 W",https://www.dienmayxanh.com/dien-thoai/vivo-y55-2022,https://cdn.tgdd.vn/Products/Images/42/278949/Slider/Vivo-y55-1020x570.jpg
147,Điện thoại Vivo Y16 64GB,3.590.000₫,64GB,Đen,"  |Màn hình: IPS LCD, 6.51, HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 13 MP & Phụ 2 MP |Camera trước: 5 MP |Chip: MediaTek Helio P35 |RAM: 4 GB |Dung lượng lưu trữ: 64GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 10 W",https://www.dienmayxanh.com/dien-thoai/vivo-y16-64gb,https://cdn.tgdd.vn/Products/Images/42/291697/Slider/vivo-y16-64gb637994659055814696.jpg
148,Điện thoại Vivo Y22s 8GB,5.290.000₫,128GB,Xanh đen,"  |Màn hình: IPS LCD, 6.55, HD+ |Hệ điều hành: Android 12 |Camera sau: Chính 50 MP & Phụ 2 MP |Camera trước: 8 MP |Chip: Snapdragon 680 |RAM: 8 GB |Dung lượng lưu trữ: 128GB |SIM: 2 Nano SIM, Hỗ trợ 4G |Pin, Sạc: 5000 mAh, 18 W",https://www.dienmayxanh.com/dien-thoai/vivo-y22s-8gb,https://cdn.tgdd.vn/Products/Images/42/285224/Slider/vivo-y22s-YT-1020x570.jpg
