product_name,product_memory,product_color,product_price,product_url,img_url
Điện thoại Samsung Galaxy Z Flip4 8GB,- Bộ nhớ: 128GB,Màu sắc: Purple,17.490.000,https://phongvu.vn/samsung-galaxy-z-flip4-8gb--p466799,https://lh3.googleusercontent.com/r_xFGeSZ4xFlzdKgItX8Jp82j10sfAnJwvyIYMNpEr9K-gaJzeBnMJJsEd6L51m1of60-l1VjFPj7mvrA7KSyu-WrAXIkxM=w500-rw
Điện thoại Samsung Galaxy Z Flip4 8GB,- Bộ nhớ: 128GB,Màu sắc: Graphite,17.490.000,https://phongvu.vn/samsung-galaxy-z-flip4-8gb--p466799,https://lh3.googleusercontent.com/htFix6oBOV4rMxP2CQIEJeFavL7073sPFAx6MnsG5aGI7VXq7kW_nR9RNA5E0X0mDZAdIpYDXTCi45T27qg3axqIEDe6uhWceA=w500-rw
Điện thoại Samsung Galaxy Z Flip4 8GB,- Bộ nhớ: 128GB,Màu sắc: Pink Gold,17.490.000,https://phongvu.vn/samsung-galaxy-z-flip4-8gb--p466799,https://lh3.googleusercontent.com/KVrFXMqWz6A_ZpEUCOTT6lrLHogfvxun2F-g7GkxI9Sh22ujP0ZA25tmPU1n8VGgeRSA2zDSwNzGCTphxgRzGBkc3WCYIWj4=w500-rw
Điện thoại Samsung Galaxy Z Fold 4 12GB,- Bộ nhớ: 256GB,Màu sắc: Beige,33.490.000,https://phongvu.vn/samsung-galaxy-z-fold-4-12gb--p466800,https://lh3.googleusercontent.com/5Y7ckA-xALh11fjQaBS-0_KIlop-zWTiVVNZCLDtbOCBgSE5rXEm3NzGnwJMO5p-fEoQyZR7n99842lFaPz5-jKsnHnumVk2Ew=w500-rw
Điện thoại Samsung Galaxy Z Fold 4 12GB,- Bộ nhớ: 256GB,Màu sắc: Black,33.490.000,https://phongvu.vn/samsung-galaxy-z-fold-4-12gb--p466800,https://lh3.googleusercontent.com/qoFxE14DnUbr9YwIzUuVMx095avpJzHl_Llowrr0XzKShA09Yq08Q9wb8HjCLPrrI-ndFonwyXKr9edzg2R3kIRFtgnufXSd=w500-rw
Điện thoại Samsung Galaxy A04 3GB/32GB,- Bộ nhớ: 32GB,Màu sắc: Green,2.290.000,https://phongvu.vn/samsung-galaxy-a04-3gb-32gb--p468121,https://lh3.googleusercontent.com/xzlxkpQ0X3ouXOPHl5Ud36haOGelbJ4fSKBcwIIf8F-Sr4yOdJzDAQJOjP66sN7g2DLYhZV732kUO-loVHxgxXcKvRduz6ZT=w500-rw
Điện thoại Samsung Galaxy A04 3GB/32GB,- Bộ nhớ: 32GB,Màu sắc: Black,2.190.000,https://phongvu.vn/samsung-galaxy-a04-3gb-32gb--p468121,https://lh3.googleusercontent.com/ukr58-jWK7P1gjwO6Jtt22SRLEkhQI7J45Z6cjPO12ssTfhLYWbgpCdR7gjbT-ltlyB1Nseqt5hV3rh53hfS2oSaS4-fIXPj=w500-rw
Điện thoại Samsung Galaxy S23 8GB/256GB,- Bộ nhớ: 256GB,Màu sắc: Cotton Flower,17.490.000,https://phongvu.vn/samsung-galaxy-s23-256gb--p500202,https://lh3.googleusercontent.com/tD1f7SRkmg22L4suh7iYt4Kt3K4QQLxnL9omZ_nloWGa1XszWPxtYRZj69S4m-ZjnnZ1HCuq-Wtk1b60rNVtnD-rNu-Ulzdz=w500-rw
Điện thoại Samsung Galaxy S23 8GB/256GB,- Bộ nhớ: 256GB,Màu sắc: Botanic Green,17.490.000,https://phongvu.vn/samsung-galaxy-s23-256gb--p500202,https://lh3.googleusercontent.com/hor8FRlrAzuI3ycB1KoMKtYI6218BjzHk9XPLhbJolgckWnCQN2JQ2dWnURWNWagoCEQl8zMECgem3t8OJsdTIRriq1DsKg=w500-rw
Điện thoại Samsung Galaxy S23 8GB/256GB,- Bộ nhớ: 256GB,Màu sắc: Phantom Black,17.490.000,https://phongvu.vn/samsung-galaxy-s23-256gb--p500202,https://lh3.googleusercontent.com/cxuEVoeFYq-OqJG19Hu_2_cgAvro9dS_d_kDVMQK7Ul3C6WStNJl_kvXMVmW6DsdWEMVHw98axu6arH1ZU7IAFRdsBcfpZs=w500-rw
Điện thoại Samsung Galaxy S23 Plus,- Bộ nhớ: 256GB,Màu sắc: Cotton Flower,20.990.000,https://phongvu.vn/samsung-galaxy-s23-plus--p500203,https://lh3.googleusercontent.com/0PvBsq1fMM19r8xYt3OCytakkuQY5zCzq48X8UeXl-S1SswPpGHdY4EDMKh5enpXNWEif0PdZFs2ppQF08tsmQtCDzaHWIrP=w500-rw
Điện thoại Samsung Galaxy S23 Plus,- Bộ nhớ: 256GB,Màu sắc: Botanic Green,20.490.000,https://phongvu.vn/samsung-galaxy-s23-plus--p500203,https://lh3.googleusercontent.com/NGcHcYN5n2It5nXYmtqLobpXm-_DGophtZauKE1_O2de0OGNTzFXLvjpf02OobF6mhTGuDgTeJv4Z84HWQVT0e6tc5Y-9UHS=w500-rw
Điện thoại Samsung Galaxy S23 Plus,- Bộ nhớ: 256GB,Màu sắc: Phantom Black,20.990.000,https://phongvu.vn/samsung-galaxy-s23-plus--p500203,https://lh3.googleusercontent.com/z9wwwfBTCnLgCgK3PodpjU7xZS2q-q13tXqmAudqr2TVakywDdxGbVS3OiFMh_b46aDpu21S3yXGpByVVAY2xX3geVnjPFoU=w500-rw
Điện thoại Samsung Galaxy S23 Ultra,- Bộ nhớ: 256GB,Màu sắc: Cotton Flower,25.490.000,https://phongvu.vn/samsung-galaxy-s23-ultra--p500205,https://lh3.googleusercontent.com/rf3uXgs-1xxwJ9J8MPJcu8LdmfI62xqTFVKTu9QdWf62CH1mo8pdCx7FbZRlPD_XgSzMPLz_Zb79Il-ZxlP5kzqkvJNhrmXbbQ=w500-rw
Điện thoại Samsung Galaxy S23 Ultra,- Bộ nhớ: 256GB,Màu sắc: Botanic Green,24.990.000,https://phongvu.vn/samsung-galaxy-s23-ultra--p500205,https://lh3.googleusercontent.com/9wJ1kIod0RCqmF8uriCIki4n-cpt3ZqYI_Q6YOAJot9_ingCikktEt2VFOAkxk1ssy1YY0vExsj0j4Zl2NjnqRzh0tYbemOy=w500-rw
Điện thoại Samsung Galaxy S23 Ultra,- Bộ nhớ: 256GB,Màu sắc: Phantom Black,24.990.000,https://phongvu.vn/samsung-galaxy-s23-ultra--p500205,https://lh3.googleusercontent.com/xIRalPzJTVjWknI4bn-Bt4MAI5mYN5V6L6_EUXQVfvyiiLJt8pLeGQf23L-DoPOHsD3Pfw-FiKYnL7PcJfwIUl7uMtkeNhg=w500-rw
Điện thoại Samsung Galaxy S23 Ultra,- Bộ nhớ: 512GB,Màu sắc: Phantom Black,27.990.000,https://phongvu.vn/samsung-galaxy-s23-ultra--p500205,https://lh3.googleusercontent.com/NSXL9-xk8adfbsKvuO0-1U9xTvObhjgtgC0zd0mgEAil7qIKIrWvWYAndx2uiPFByUEn-T3ABHubdEzUz8mf3teraN3IO43-hg=w500-rw
Điện thoại Samsung Galaxy S23 Ultra,- Bộ nhớ: 1TB,Màu sắc: Phantom Black,33.990.000,https://phongvu.vn/samsung-galaxy-s23-ultra--p500205,https://lh3.googleusercontent.com/BG_ayQbPEGUCOl4Nbcd5w2Al6doDsVIJQaX10wWCw0aeXkudsh2wnW9yP-INljNt0kMTNfbUPbHNNHAT5j3XSWrY6062JbE=w500-rw
Điện thoại Samsung Galaxy S23 Ultra,- Bộ nhớ: 512GB,Màu sắc: Botanic Green,27.990.000,https://phongvu.vn/samsung-galaxy-s23-ultra--p500205,https://lh3.googleusercontent.com/mebMcxoIpj-zSkv2loBWTI_vTbnnjROxZkrjfMOcNV5biApDYt3gug8qhyJzcQbFX6Rl4m_B4LHz40D8F_f9jtI8B_wT3OWj=w500-rw
Điện thoại Samsung Galaxy S23 Ultra,- Bộ nhớ: 1TB,Màu sắc: Botanic Green,33.990.000,https://phongvu.vn/samsung-galaxy-s23-ultra--p500205,https://lh3.googleusercontent.com/e1lz9Dmc1NUaI87MCLVVhu97VeXQCWK1rKYveEKw-qi3LrXJ2M6rOjPaMniqhyEbwC1k6Z4hTI3Iv6tkVla6imPxkEgEkxwd=w500-rw
Điện thoại Samsung Galaxy S23 Ultra,- Bộ nhớ: 512GB,Màu sắc: Cotton Flower,28.490.000,https://phongvu.vn/samsung-galaxy-s23-ultra--p500205,https://lh3.googleusercontent.com/0QHZXj3NgaLsTc8ZiBTyFMSfNXe61a7YfFABav8fn3sqlwhvIihlEc0N3TaTaWLfHWwk4EUqq-BxG9dRXz-I3m1vtYcaqzpQ=w500-rw
Điện thoại Samsung Galaxy S23 Ultra,- Bộ nhớ: 1TB,Màu sắc: Cotton Flower,33.990.000,https://phongvu.vn/samsung-galaxy-s23-ultra--p500205,https://lh3.googleusercontent.com/pQLNNIVXAbgo410RphLk-ay_Wm9Pn8_RHccGVWXR3NjJMl72V48KVA7svUqGRogEufx2ZNYM82bL-WsjgyCMTOZtcs5o9A-CEg=w500-rw
Điện thoại Samsung Galaxy S23 Plus,- Bộ nhớ: 512GB,Màu sắc: Phantom Black,23.790.000,https://phongvu.vn/samsung-galaxy-s23-plus--p500203,https://lh3.googleusercontent.com/iyd9Y7-TpBcNIit7BvOIxCOorKGg4T30oGJUgBz_YagBydV5uW-GPsAA9CsjQZeGaAc4s84dhkNoyi7jV04eIsUNwzYNySc=w500-rw
Điện thoại Samsung Galaxy S23 Plus,- Bộ nhớ: 512GB,Màu sắc: Botanic Green,23.190.000,https://phongvu.vn/samsung-galaxy-s23-plus--p500203,https://lh3.googleusercontent.com/Y17i8rdzcdTlGwiKO1dlmHX98HLDNKM_qeH_rHRrCRMB-Xar9e4wgeI510D2pxA2JjbCKBA-gGk7gj6pttq9oooDcOCQOeBCtQ=w500-rw
Điện thoại Samsung Galaxy S23 Plus,- Bộ nhớ: 512GB,Màu sắc: Cotton Flower,23.790.000,https://phongvu.vn/samsung-galaxy-s23-plus--p500203,https://lh3.googleusercontent.com/fAffDb-euG7Z3TXGv7wFbb3kSnGB-ZXvRBR06WHGqCZWeuXukRDda98V_APGNkdWCOJWiXQBol_5yNtOhUoSM_2MKjmLwA4=w500-rw
Điện thoại Samsung Galaxy Z Flip4 8GB,- Bộ nhớ: 256GB,Màu sắc: Pink Gold,19.490.000,https://phongvu.vn/samsung-galaxy-z-flip4-8gb--p466799,https://lh3.googleusercontent.com/2VwIvf1OVeSWRnEoNAUB7HV39GnQlaBZxPquS08qWVFzFSYbAFMhsuYnSoIgAYF7yfh08BGXazuGroHCfV907vLNLeZhLPQc5A=w500-rw
Điện thoại Samsung Galaxy Z Flip4 8GB,- Bộ nhớ: 256GB,Màu sắc: Graphite,19.490.000,https://phongvu.vn/samsung-galaxy-z-flip4-8gb--p466799,https://lh3.googleusercontent.com/jrTJRuNGMHjzagbs6Spno64nzs1bSK4b-actDfUfxUQSoxhQd4LNqg7sNubu-F8wA4cLVFI6G0zjk9CoEEOGN6-su4s7SjKq=w500-rw
Điện thoại Samsung Galaxy Z Flip4 8GB,- Bộ nhớ: 256GB,Màu sắc: Purple,19.490.000,https://phongvu.vn/samsung-galaxy-z-flip4-8gb--p466799,https://lh3.googleusercontent.com/PCNS1AHsOu0RVe0wvWsFG80Jav1PXCRDFWeVDLOk56p9c5GSMiD5ui_atRbmljKMGknGuYKQ5AikhHWW6Nt62Qbl53hOUi1OZA=w500-rw
Bundle Nubia Red Magic 6s Pro,- Bộ nhớ: 128GB,Màu sắc: Eclipse Black,9.990.000,https://phongvu.vn/bundle-nubia-red-magic-6s-pro--p440475,https://lh3.googleusercontent.com/uOwM1vXAaoZKz6nVfRM-9GUJ-ra0J6ZfWDObiEk-_JCOoeCLp3Hy2yvbSWpk3YtvE7M4aPLox3Hvur6nvuVozq0JhNt5fWzDQw=w500-rw
ZTE Blade V40 Vita,- Bộ nhớ: 128GB,Màu sắc: Black,2.790.000,https://phongvu.vn/zte-blade-v40-vita--p440452,https://lh3.googleusercontent.com/XwsWL45BKAE1Via_anDFgbplvz4JsHZMiTVG-pGa7XCGIT8L5iRTsSeChlLQ2g-_YMBZZppwmJR-IuVWrbQDDKlw8ypOb8C-qA=w500-rw
ZTE Blade V40 Vita,- Bộ nhớ: 128GB,Màu sắc: Blue,2.790.000,https://phongvu.vn/zte-blade-v40-vita--p440452,https://lh3.googleusercontent.com/nfsx37K9q7AcZOCqPZTv-Gcsj1JLmGtSmzGzM7ON3LY_8Ave1VpbutjD2wntHsLiNzAJ0Ae5X_O2aKtwMt8Pcayedec8RTs=w500-rw
ZTE Blade A52,- Bộ nhớ: 64GB,Màu sắc: Space Gray,3.190.000,https://phongvu.vn/zte-blade-a52--p440451,https://lh3.googleusercontent.com/Wn8SzcEbHUniDzPWROGy5COS3OX0ze9NxCSWt9pvOlS0ooFCZPHEbsx0yeT1aHHFiPteaiZvSWHnOZ3O1dVl8pLXofsNLBV8=w500-rw
ZTE Blade A52,- Bộ nhớ: 64GB,Màu sắc: Crystal Blue,1.990.000,https://phongvu.vn/zte-blade-a52--p440451,https://lh3.googleusercontent.com/g1TNdkaXiaqa8xjZ_EEKfyJjKVfZxB6tH5XSlFq4vfeEDNnifSvDa40JhCCwzZ0SUzH9sR6h8xa9pOQpmAjjJuWb8q5zjGjG6Q=w500-rw
ZTE Blade A52,- Bộ nhớ: 64GB,Màu sắc: Silk Gold,1.990.000,https://phongvu.vn/zte-blade-a52--p440451,https://lh3.googleusercontent.com/kz_Y3su_qrfN4iLrV6gx9LoF8yQ27favSjDqGeWoQaQeTUiHVZk-B4wBFciqJVd8EaJOuK53yL1VmX0UqSvoOQvyvZfEK-62=w500-rw
Xiaomi Redmi Note 11 Pro 5G,- Bộ nhớ: 128GB,Màu sắc: Space Gray,8.590.000,https://phongvu.vn/xiaomi-redmi-note-11-pro-5g--p415248,https://lh3.googleusercontent.com/jgLs65ph_2QOjbgHjHmUWsmhN3liENfhNHV35xsZiEbkWpOCFY4RwTFGBsmkaO651zpl5-5N7PtBoNFxd0W1euWApYTpEsM=w500-rw
Xiaomi Redmi Note 11 Pro 5G,- Bộ nhớ: 128GB,Màu sắc: White,6.490.000,https://phongvu.vn/xiaomi-redmi-note-11-pro-5g--p415248,https://lh3.googleusercontent.com/OD0GciPjRMfksr9qshEY6s3xbxsSUxK5Pow7w1L6wfjDY44GLi5g0RillGBguuHQTV_g0FJK7l13htVDgesRegboYGP9YUMiDg=w500-rw
Xiaomi Redmi Note 11 Pro 5G,- Bộ nhớ: 128GB,Màu sắc: Blue,8.490.000,https://phongvu.vn/xiaomi-redmi-note-11-pro-5g--p415248,https://lh3.googleusercontent.com/T2UF8Edub06SHncMlgZR4AZAPfITxAhpggqm_grWA3BChA_34oEIHe8zJ_bF7jLyyhH-UvQrPrtbG_EjXWxM6x-CqltRvtaN=w500-rw
iPhone 13 | Chính Hãng VNA,- Bộ nhớ: 128GB,Màu sắc: Midnight,16.490.000,https://phongvu.vn/iphone-13--p418533,https://lh3.googleusercontent.com/JhobnPWmHwua6cmc2KxC1wMxVOOHxgTbhDZYfgcPJfoXLzmHA3dEDcCJOS84GzR9AYecudqkUQwmJdlS2TCqLHvZhO7rGLaj=w500-rw
iPhone 13 | Chính Hãng VNA,- Bộ nhớ: 256GB,Màu sắc: Red,18.990.000,https://phongvu.vn/iphone-13--p418533,https://lh3.googleusercontent.com/pF38toMxCnWIGG-8oT7cdFrxP-g5du8305GyxFyRmsUMsDUlNE35aFkFYHv9WlUdzP0nsIyKTDMbom2ZaJMQqW1IOGKSNN5QbA=w500-rw
iPhone 13 | Chính Hãng VNA,- Bộ nhớ: 128GB,Màu sắc: Starlight,16.490.000,https://phongvu.vn/iphone-13--p418533,https://lh3.googleusercontent.com/cClNLoko8G6F-KOsn6QHZVBLRcDP2vMJ2w51_H9Lp4-yxL8MXUvyfW5lTgzOYBZWN7uiV4zWXqrZ1M_RGnxXDVxUSZHZ6e6X=w500-rw
iPhone 13 | Chính Hãng VNA,- Bộ nhớ: 256GB,Màu sắc: Red,18.990.000,https://phongvu.vn/iphone-13--p418533,https://lh3.googleusercontent.com/pF38toMxCnWIGG-8oT7cdFrxP-g5du8305GyxFyRmsUMsDUlNE35aFkFYHv9WlUdzP0nsIyKTDMbom2ZaJMQqW1IOGKSNN5QbA=w500-rw
iPhone 13 | Chính Hãng VNA,- Bộ nhớ: 128GB,Màu sắc: Pink,16.490.000,https://phongvu.vn/iphone-13--p418533,https://lh3.googleusercontent.com/5e1gpn6HAFSGvNTtESTuVc6lQe8jSWKVRGR0WypjMQSk0s4HM_leWxRpAi6_41kBnRxzxXz9nF3kBANiyMV8TJsyQKS1jhxESQ=w500-rw
iPhone 13 | Chính Hãng VNA,- Bộ nhớ: 128GB,Màu sắc: Pink,16.490.000,https://phongvu.vn/iphone-13--p418533,https://lh3.googleusercontent.com/5e1gpn6HAFSGvNTtESTuVc6lQe8jSWKVRGR0WypjMQSk0s4HM_leWxRpAi6_41kBnRxzxXz9nF3kBANiyMV8TJsyQKS1jhxESQ=w500-rw
Điện thoại Xiaomi Redmi 12C (4GB/64GB) (Xanh dương),- Bộ nhớ: 64GB,Màu sắc: Blue,3.190.000,https://phongvu.vn/dien-thoai-xiaomi-redmi-12c-64gb-blue--s230303623,https://lh3.googleusercontent.com/wSCq7HZuqP30D8ZFZrFpi95EX_GLeN22ZymVx5_it-B8QjrqL2xdQ8q98PJix7lE0BtpOfTaPNVazU84Gv9YyADTC57OAss=w500-rw
Điện thoại Xiaomi Redmi 12C (4GB/64GB) (Xám),- Bộ nhớ: 64GB,Màu sắc: Space Gray,3.190.000,https://phongvu.vn/dien-thoai-xiaomi-redmi-12c-64gb-gray--s230303625,https://lh3.googleusercontent.com/JPkFZcZZ6NiClXFDLpowFOzkWbBCw-tLMmYIYtyvModBscXDWlyH5RfVPIvKnsJmFtp2a9vhNshNqJjCCk92Q5BGkaLxXEI=w500-rw
Điện thoại Xiaomi Redmi 12C (4GB/64GB) (Xám),- Bộ nhớ: 64GB,Màu sắc: Space Gray,3.190.000,https://phongvu.vn/dien-thoai-xiaomi-redmi-12c-64gb-gray--s230303625,https://lh3.googleusercontent.com/JPkFZcZZ6NiClXFDLpowFOzkWbBCw-tLMmYIYtyvModBscXDWlyH5RfVPIvKnsJmFtp2a9vhNshNqJjCCk92Q5BGkaLxXEI=w500-rw
Điện thoại Xiaomi Redmi 12C (4GB/64GB) (Xám),- Bộ nhớ: 64GB,Màu sắc: Space Gray,3.190.000,https://phongvu.vn/dien-thoai-xiaomi-redmi-12c-64gb-gray--s230303625,https://lh3.googleusercontent.com/JPkFZcZZ6NiClXFDLpowFOzkWbBCw-tLMmYIYtyvModBscXDWlyH5RfVPIvKnsJmFtp2a9vhNshNqJjCCk92Q5BGkaLxXEI=w500-rw
Điện thoại Xiaomi Redmi 12C (4GB/64GB) (Xám),- Bộ nhớ: 64GB,Màu sắc: Space Gray,3.190.000,https://phongvu.vn/dien-thoai-xiaomi-redmi-12c-64gb-gray--s230303625,https://lh3.googleusercontent.com/JPkFZcZZ6NiClXFDLpowFOzkWbBCw-tLMmYIYtyvModBscXDWlyH5RfVPIvKnsJmFtp2a9vhNshNqJjCCk92Q5BGkaLxXEI=w500-rw
Điện thoại Xiaomi Redmi 12C (4GB/64GB) (Xanh dương),- Bộ nhớ: 64GB,Màu sắc: Blue,3.190.000,https://phongvu.vn/dien-thoai-xiaomi-redmi-12c-64gb-blue--s230303623,https://lh3.googleusercontent.com/wSCq7HZuqP30D8ZFZrFpi95EX_GLeN22ZymVx5_it-B8QjrqL2xdQ8q98PJix7lE0BtpOfTaPNVazU84Gv9YyADTC57OAss=w500-rw
iPhone 13 | Chính Hãng VNA,- Bộ nhớ: 256GB,Màu sắc: Red,18.990.000,https://phongvu.vn/iphone-13--p418533,https://lh3.googleusercontent.com/pF38toMxCnWIGG-8oT7cdFrxP-g5du8305GyxFyRmsUMsDUlNE35aFkFYHv9WlUdzP0nsIyKTDMbom2ZaJMQqW1IOGKSNN5QbA=w500-rw
iPhone 13 | Chính Hãng VNA,- Bộ nhớ: 256GB,Màu sắc: Pink,18.990.000,https://phongvu.vn/iphone-13--p418533,https://lh3.googleusercontent.com/bmr7cMgC_mp_9mobfvqwH_E4frMbs7fL00MdW7Ca8ky9TDwWtLiNn7BjDzWnlFsiJsgxR2p_2lvbVrz0RPAi19KGBGKXu9M5=w500-rw
