,product_name,product_price,product_memory,product_color,product_url,img_url
236, vivo V25 5G 8GB 128GB ,9.790.000 đ,2 SIM (Nano-SIM),Vàng,https://cellphones.com.vn/vivo-v25.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/v/i/vivo_v25_5g_8gb_128gb-removebg-preview_1.png"
237, vivo V23e ,5.490.000 đ,128GB,Xanh hồng,https://cellphones.com.vn/vivo-v23e.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/c/9/c91ba5bf721d5b2d4eae4f821b8e4ced.png"
238, vivo V23e ,5.490.000 đ,128GB,Đen,https://cellphones.com.vn/vivo-v23e.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/c/9/c91ba5bf721d5b2d4eae4f821b8e4ced.png"
239, vivo T1X 8GB 128GB ,4.990.000 đ,8GB 128GB,Đen,https://cellphones.com.vn/vivo-t1x-8gb-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/1/t1x_01_2.png"
240, vivo T1X 8GB 128GB ,4.990.000 đ,8GB 128GB,Xanh,https://cellphones.com.vn/vivo-t1x-8gb-128gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/1/t1x_01_2.png"
241, Nubia Red Magic 7 Pusar 16GB 256GB ,18.990.000 đ,256GB,Tím/Xanh dương,https://cellphones.com.vn/nubia-red-magic-7-16gb-256gb.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/r/e/red-magic-7-1_7hxhmi7_1.jpg"
242, Tecno Spark 10 Pro 8GB 128GB ,3.650.000 đ,8GB 128GB,Đen,https://cellphones.com.vn/tecno-spark-10-pro.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/0/9/0989_4_.jpg"
243, Tecno Spark 10 Pro 8GB 128GB ,3.650.000 đ,8GB 128GB,Trắng,https://cellphones.com.vn/tecno-spark-10-pro.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/0/9/0989_4_.jpg"
244, Tecno Camon 20 ,4.400.000 đ,256GB,Xanh dương,https://cellphones.com.vn/tecno-camon-20.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/e/tecno-camon-20-1.png"
245, Tecno Camon 20 ,4.400.000 đ,256GB,Đen,https://cellphones.com.vn/tecno-camon-20.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/e/tecno-camon-20-1.png"
246, Tecno Camon 20 ,4.400.000 đ,256GB,Trắng,https://cellphones.com.vn/tecno-camon-20.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/e/tecno-camon-20-1.png"
247, Tecno Camon 20 Pro ,4.850.000 đ,256GB,Đen,https://cellphones.com.vn/tecno-camon-20-pro.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/e/tecno-camon-20-1_2.png"
248, Tecno Camon 20 Pro ,4.850.000 đ,256GB,Xanh dương,https://cellphones.com.vn/tecno-camon-20-pro.html,"https://cdn2.cellphones.com.vn/x358,webp,q100/media/catalog/product/t/e/tecno-camon-20-1_2.png"
